"Measure code","SEX","COUNTRY_REGION","YEAR","VALUE"
"REHAB_5","ALL","KGZ","1998","18659.90"
"REHAB_5","FEMALE","KGZ","1998","17239.90"
"REHAB_5","MALE","KGZ","1998","20125.72"
"REHAB_5","ALL","KGZ","1999","18622.52"
"REHAB_5","FEMALE","KGZ","1999","17244.43"
"REHAB_5","MALE","KGZ","1999","20042.68"
"REHAB_5","ALL","KGZ","2000","18643.26"
"REHAB_5","FEMALE","KGZ","2000","17281.64"
"REHAB_5","MALE","KGZ","2000","20044.17"
"REHAB_5","ALL","KGZ","2001","18587.61"
"REHAB_5","FEMALE","KGZ","2001","17262.49"
"REHAB_5","MALE","KGZ","2001","19948.92"
"REHAB_5","ALL","KGZ","2002","18535.85"
"REHAB_5","FEMALE","KGZ","2002","17250.05"
"REHAB_5","MALE","KGZ","2002","19855.30"
"REHAB_5","ALL","KGZ","2003","18485.89"
"REHAB_5","FEMALE","KGZ","2003","17249.01"
"REHAB_5","MALE","KGZ","2003","19754.18"
"REHAB_5","ALL","KGZ","2004","18448.37"
"REHAB_5","FEMALE","KGZ","2004","17265.83"
"REHAB_5","MALE","KGZ","2004","19660.32"
"REHAB_5","ALL","KGZ","2005","18435.35"
"REHAB_5","FEMALE","KGZ","2005","17309.85"
"REHAB_5","MALE","KGZ","2005","19588.55"
"REHAB_5","ALL","KGZ","2006","18442.89"
"REHAB_5","FEMALE","KGZ","2006","17386.20"
"REHAB_5","MALE","KGZ","2006","19525.67"
"REHAB_5","ALL","KGZ","2007","18437.47"
"REHAB_5","FEMALE","KGZ","2007","17465.13"
"REHAB_5","MALE","KGZ","2007","19434.17"
"REHAB_5","ALL","KGZ","2008","18445.51"
"REHAB_5","FEMALE","KGZ","2008","17556.39"
"REHAB_5","MALE","KGZ","2008","19357.18"
"REHAB_5","ALL","KGZ","2009","18447.68"
"REHAB_5","FEMALE","KGZ","2009","17635.69"
"REHAB_5","MALE","KGZ","2009","19280.42"
"REHAB_5","ALL","KGZ","2010","18554.55"
"REHAB_5","FEMALE","KGZ","2010","17767.14"
"REHAB_5","MALE","KGZ","2010","19362.17"
"REHAB_5","ALL","KGZ","2011","18520.08"
"REHAB_5","FEMALE","KGZ","2011","17795.63"
"REHAB_5","MALE","KGZ","2011","19263.02"
"REHAB_5","ALL","KGZ","2012","18513.92"
"REHAB_5","FEMALE","KGZ","2012","17842.53"
"REHAB_5","MALE","KGZ","2012","19202.18"
"REHAB_5","ALL","KGZ","2013","18519.74"
"REHAB_5","FEMALE","KGZ","2013","17902.27"
"REHAB_5","MALE","KGZ","2013","19152.45"
"REHAB_5","ALL","KGZ","2014","18551.85"
"REHAB_5","FEMALE","KGZ","2014","17986.86"
"REHAB_5","MALE","KGZ","2014","19130.46"
"REHAB_5","ALL","KGZ","2015","18619.63"
"REHAB_5","FEMALE","KGZ","2015","18100.71"
"REHAB_5","MALE","KGZ","2015","19150.78"
"REHAB_5","ALL","KGZ","2016","18985.75"
"REHAB_5","FEMALE","KGZ","2016","18562.46"
"REHAB_5","MALE","KGZ","2016","19418.75"
"REHAB_5","ALL","KGZ","2017","19375.33"
"REHAB_5","FEMALE","KGZ","2017","19021.77"
"REHAB_5","MALE","KGZ","2017","19736.82"
"REHAB_5","ALL","KGZ","2018","19501.08"
"REHAB_5","FEMALE","KGZ","2018","19140.66"
"REHAB_5","MALE","KGZ","2018","19869.40"
"REHAB_5","ALL","KGZ","2019","19612.46"
"REHAB_5","FEMALE","KGZ","2019","19240.41"
"REHAB_5","MALE","KGZ","2019","19992.49"
"REHAB_5","ALL","LTU","1990","35483.72"
"REHAB_5","FEMALE","LTU","1990","33097.75"
"REHAB_5","MALE","LTU","1990","38145.25"
"REHAB_5","ALL","LTU","1991","35150.13"
"REHAB_5","FEMALE","LTU","1991","32834.75"
"REHAB_5","MALE","LTU","1991","37736.19"
"REHAB_5","ALL","LTU","1992","34891.37"
"REHAB_5","FEMALE","LTU","1992","32640.08"
"REHAB_5","MALE","LTU","1992","37410.39"
"REHAB_5","ALL","LTU","1993","34736.84"
"REHAB_5","FEMALE","LTU","1993","32539.62"
"REHAB_5","MALE","LTU","1993","37201.44"
"REHAB_5","ALL","LTU","1994","34677.70"
"REHAB_5","FEMALE","LTU","1994","32522.47"
"REHAB_5","MALE","LTU","1994","37102.46"
"REHAB_5","ALL","LTU","1995","34730.97"
"REHAB_5","FEMALE","LTU","1995","32592.39"
"REHAB_5","MALE","LTU","1995","37143.99"
"REHAB_5","ALL","LTU","1996","34943.17"
"REHAB_5","FEMALE","LTU","1996","32787.90"
"REHAB_5","MALE","LTU","1996","37380.93"
"REHAB_5","ALL","LTU","1997","35272.79"
"REHAB_5","FEMALE","LTU","1997","33080.34"
"REHAB_5","MALE","LTU","1997","37757.40"
"REHAB_5","ALL","LTU","1998","35653.96"
"REHAB_5","FEMALE","LTU","1998","33420.33"
"REHAB_5","MALE","LTU","1998","38189.18"
"REHAB_5","ALL","LTU","1999","36032.58"
"REHAB_5","FEMALE","LTU","1999","33765.20"
"REHAB_5","MALE","LTU","1999","38609.59"
"REHAB_5","ALL","LTU","2000","36366.56"
"REHAB_5","FEMALE","LTU","2000","34082.53"
"REHAB_5","MALE","LTU","2000","38966.00"
"REHAB_5","ALL","LTU","2001","36596.20"
"REHAB_5","FEMALE","LTU","2001","34337.80"
"REHAB_5","MALE","LTU","2001","39170.49"
"REHAB_5","ALL","LTU","2002","36708.73"
"REHAB_5","FEMALE","LTU","2002","34522.95"
"REHAB_5","MALE","LTU","2002","39204.76"
"REHAB_5","ALL","LTU","2003","36768.85"
"REHAB_5","FEMALE","LTU","2003","34685.21"
"REHAB_5","MALE","LTU","2003","39152.62"
"REHAB_5","ALL","LTU","2004","36847.62"
"REHAB_5","FEMALE","LTU","2004","34873.15"
"REHAB_5","MALE","LTU","2004","39110.89"
"REHAB_5","ALL","LTU","2005","37017.33"
"REHAB_5","FEMALE","LTU","2005","35138.42"
"REHAB_5","MALE","LTU","2005","39176.15"
"REHAB_5","ALL","LTU","2006","37282.01"
"REHAB_5","FEMALE","LTU","2006","35497.69"
"REHAB_5","MALE","LTU","2006","39337.79"
"REHAB_5","ALL","LTU","2007","37552.41"
"REHAB_5","FEMALE","LTU","2007","35883.14"
"REHAB_5","MALE","LTU","2007","39481.79"
"REHAB_5","ALL","LTU","2008","37817.06"
"REHAB_5","FEMALE","LTU","2008","36270.17"
"REHAB_5","MALE","LTU","2008","39610.50"
"REHAB_5","ALL","LTU","2009","38076.01"
"REHAB_5","FEMALE","LTU","2009","36641.87"
"REHAB_5","MALE","LTU","2009","39742.78"
"REHAB_5","ALL","LTU","2010","38288.00"
"REHAB_5","FEMALE","LTU","2010","36958.27"
"REHAB_5","MALE","LTU","2010","39836.81"
"REHAB_5","ALL","LTU","2011","38388.48"
"REHAB_5","FEMALE","LTU","2011","37170.65"
"REHAB_5","MALE","LTU","2011","39809.56"
"REHAB_5","ALL","LTU","2012","38383.76"
"REHAB_5","FEMALE","LTU","2012","37295.02"
"REHAB_5","MALE","LTU","2012","39655.99"
"REHAB_5","ALL","LTU","2013","38319.95"
"REHAB_5","FEMALE","LTU","2013","37376.93"
"REHAB_5","MALE","LTU","2013","39423.13"
"REHAB_5","ALL","LTU","2014","38237.90"
"REHAB_5","FEMALE","LTU","2014","37449.38"
"REHAB_5","MALE","LTU","2014","39161.05"
"REHAB_5","ALL","LTU","2015","38195.20"
"REHAB_5","FEMALE","LTU","2015","37563.49"
"REHAB_5","MALE","LTU","2015","38935.02"
"REHAB_5","ALL","LTU","2016","38315.28"
"REHAB_5","FEMALE","LTU","2016","38003.82"
"REHAB_5","MALE","LTU","2016","38680.14"
"REHAB_5","ALL","LTU","2017","38563.90"
"REHAB_5","FEMALE","LTU","2017","38502.71"
"REHAB_5","MALE","LTU","2017","38635.55"
"REHAB_5","ALL","LTU","2018","38852.59"
"REHAB_5","FEMALE","LTU","2018","38771.78"
"REHAB_5","MALE","LTU","2018","38947.15"
"REHAB_5","ALL","LTU","2019","39214.49"
"REHAB_5","FEMALE","LTU","2019","38988.93"
"REHAB_5","MALE","LTU","2019","39478.19"
"REHAB_5","ALL","LUX","1990","35087.79"
"REHAB_5","FEMALE","LUX","1990","35684.80"
"REHAB_5","MALE","LUX","1990","34465.99"
"REHAB_5","ALL","LUX","1991","35147.33"
"REHAB_5","FEMALE","LUX","1991","35795.59"
"REHAB_5","MALE","LUX","1991","34473.08"
"REHAB_5","ALL","LUX","1992","35163.09"
"REHAB_5","FEMALE","LUX","1992","35860.75"
"REHAB_5","MALE","LUX","1992","34438.38"
"REHAB_5","ALL","LUX","1993","35141.60"
"REHAB_5","FEMALE","LUX","1993","35883.82"
"REHAB_5","MALE","LUX","1993","34371.48"
"REHAB_5","ALL","LUX","1994","35091.41"
"REHAB_5","FEMALE","LUX","1994","35878.96"
"REHAB_5","MALE","LUX","1994","34275.11"
"REHAB_5","ALL","LUX","1995","35032.40"
"REHAB_5","FEMALE","LUX","1995","35854.68"
"REHAB_5","MALE","LUX","1995","34180.86"
"REHAB_5","ALL","LUX","1996","34909.59"
"REHAB_5","FEMALE","LUX","1996","35769.60"
"REHAB_5","MALE","LUX","1996","34019.79"
"REHAB_5","ALL","LUX","1997","34724.83"
"REHAB_5","FEMALE","LUX","1997","35633.33"
"REHAB_5","MALE","LUX","1997","33785.78"
"REHAB_5","ALL","LUX","1998","34519.93"
"REHAB_5","FEMALE","LUX","1998","35487.88"
"REHAB_5","MALE","LUX","1998","33520.33"
"REHAB_5","ALL","LUX","1999","34333.19"
"REHAB_5","FEMALE","LUX","1999","35373.05"
"REHAB_5","MALE","LUX","1999","33260.23"
"REHAB_5","ALL","LUX","2000","34207.50"
"REHAB_5","FEMALE","LUX","2000","35321.39"
"REHAB_5","MALE","LUX","2000","33059.05"
"REHAB_5","ALL","LUX","2001","34110.23"
"REHAB_5","FEMALE","LUX","2001","35314.70"
"REHAB_5","MALE","LUX","2001","32869.47"
"REHAB_5","ALL","LUX","2002","34030.96"
"REHAB_5","FEMALE","LUX","2002","35344.82"
"REHAB_5","MALE","LUX","2002","32678.68"
"REHAB_5","ALL","LUX","2003","33967.12"
"REHAB_5","FEMALE","LUX","2003","35404.36"
"REHAB_5","MALE","LUX","2003","32489.88"
"REHAB_5","ALL","LUX","2004","33900.05"
"REHAB_5","FEMALE","LUX","2004","35456.34"
"REHAB_5","MALE","LUX","2004","32304.53"
"REHAB_5","ALL","LUX","2005","33875.65"
"REHAB_5","FEMALE","LUX","2005","35515.24"
"REHAB_5","MALE","LUX","2005","32198.99"
"REHAB_5","ALL","LUX","2006","33863.26"
"REHAB_5","FEMALE","LUX","2006","35535.49"
"REHAB_5","MALE","LUX","2006","32155.20"
"REHAB_5","ALL","LUX","2007","33859.39"
"REHAB_5","FEMALE","LUX","2007","35542.14"
"REHAB_5","MALE","LUX","2007","32142.12"
"REHAB_5","ALL","LUX","2008","33858.06"
"REHAB_5","FEMALE","LUX","2008","35548.29"
"REHAB_5","MALE","LUX","2008","32135.37"
"REHAB_5","ALL","LUX","2009","33867.77"
"REHAB_5","FEMALE","LUX","2009","35571.53"
"REHAB_5","MALE","LUX","2009","32135.33"
"REHAB_5","ALL","LUX","2010","33902.65"
"REHAB_5","FEMALE","LUX","2010","35628.12"
"REHAB_5","MALE","LUX","2010","32152.73"
"REHAB_5","ALL","LUX","2011","33914.83"
"REHAB_5","FEMALE","LUX","2011","35668.85"
"REHAB_5","MALE","LUX","2011","32142.21"
"REHAB_5","ALL","LUX","2012","33893.62"
"REHAB_5","FEMALE","LUX","2012","35676.63"
"REHAB_5","MALE","LUX","2012","32099.61"
"REHAB_5","ALL","LUX","2013","33874.21"
"REHAB_5","FEMALE","LUX","2013","35690.25"
"REHAB_5","MALE","LUX","2013","32053.48"
"REHAB_5","ALL","LUX","2014","33898.87"
"REHAB_5","FEMALE","LUX","2014","35733.98"
"REHAB_5","MALE","LUX","2014","32064.08"
"REHAB_5","ALL","LUX","2015","33977.12"
"REHAB_5","FEMALE","LUX","2015","35801.27"
"REHAB_5","MALE","LUX","2015","32157.72"
"REHAB_5","ALL","LUX","2016","34228.11"
"REHAB_5","FEMALE","LUX","2016","35904.39"
"REHAB_5","MALE","LUX","2016","32560.94"
"REHAB_5","ALL","LUX","2017","34508.56"
"REHAB_5","FEMALE","LUX","2017","36035.44"
"REHAB_5","MALE","LUX","2017","32993.31"
"REHAB_5","ALL","LUX","2018","34666.40"
"REHAB_5","FEMALE","LUX","2018","36176.98"
"REHAB_5","MALE","LUX","2018","33170.30"
"REHAB_5","ALL","LUX","2019","34820.20"
"REHAB_5","FEMALE","LUX","2019","36352.88"
"REHAB_5","MALE","LUX","2019","33304.93"
"REHAB_5","ALL","LVA","1990","39005.56"
"REHAB_5","FEMALE","LVA","1990","36387.19"
"REHAB_5","MALE","LVA","1990","42020.99"
"REHAB_5","ALL","LVA","1991","38648.80"
"REHAB_5","FEMALE","LVA","1991","36116.25"
"REHAB_5","MALE","LVA","1991","41565.99"
"REHAB_5","ALL","LVA","1992","38378.75"
"REHAB_5","FEMALE","LVA","1992","35931.94"
"REHAB_5","MALE","LVA","1992","41200.08"
"REHAB_5","ALL","LVA","1993","38196.35"
"REHAB_5","FEMALE","LVA","1993","35836.29"
"REHAB_5","MALE","LVA","1993","40923.42"
"REHAB_5","ALL","LVA","1994","38095.92"
"REHAB_5","FEMALE","LVA","1994","35820.56"
"REHAB_5","MALE","LVA","1994","40733.87"
"REHAB_5","ALL","LVA","1995","38128.51"
"REHAB_5","FEMALE","LVA","1995","35918.88"
"REHAB_5","MALE","LVA","1995","40698.96"
"REHAB_5","ALL","LVA","1996","38327.44"
"REHAB_5","FEMALE","LVA","1996","36149.56"
"REHAB_5","MALE","LVA","1996","40866.97"
"REHAB_5","ALL","LVA","1997","38641.18"
"REHAB_5","FEMALE","LVA","1997","36475.24"
"REHAB_5","MALE","LVA","1997","41170.64"
"REHAB_5","ALL","LVA","1998","38977.30"
"REHAB_5","FEMALE","LVA","1998","36819.52"
"REHAB_5","MALE","LVA","1998","41500.51"
"REHAB_5","ALL","LVA","1999","39275.79"
"REHAB_5","FEMALE","LVA","1999","37130.86"
"REHAB_5","MALE","LVA","1999","41786.92"
"REHAB_5","ALL","LVA","2000","39505.24"
"REHAB_5","FEMALE","LVA","2000","37389.57"
"REHAB_5","MALE","LVA","2000","41984.79"
"REHAB_5","ALL","LVA","2001","39530.53"
"REHAB_5","FEMALE","LVA","2001","37480.52"
"REHAB_5","MALE","LVA","2001","41935.89"
"REHAB_5","ALL","LVA","2002","39338.15"
"REHAB_5","FEMALE","LVA","2002","37397.16"
"REHAB_5","MALE","LVA","2002","41618.49"
"REHAB_5","ALL","LVA","2003","39034.77"
"REHAB_5","FEMALE","LVA","2003","37224.79"
"REHAB_5","MALE","LVA","2003","41163.14"
"REHAB_5","ALL","LVA","2004","38719.93"
"REHAB_5","FEMALE","LVA","2004","37046.72"
"REHAB_5","MALE","LVA","2004","40688.47"
"REHAB_5","ALL","LVA","2005","38504.00"
"REHAB_5","FEMALE","LVA","2005","36968.54"
"REHAB_5","MALE","LVA","2005","40312.38"
"REHAB_5","ALL","LVA","2006","38353.50"
"REHAB_5","FEMALE","LVA","2006","36949.70"
"REHAB_5","MALE","LVA","2006","40009.26"
"REHAB_5","ALL","LVA","2007","38197.41"
"REHAB_5","FEMALE","LVA","2007","36927.92"
"REHAB_5","MALE","LVA","2007","39697.23"
"REHAB_5","ALL","LVA","2008","38083.17"
"REHAB_5","FEMALE","LVA","2008","36940.85"
"REHAB_5","MALE","LVA","2008","39435.04"
"REHAB_5","ALL","LVA","2009","38036.10"
"REHAB_5","FEMALE","LVA","2009","37002.62"
"REHAB_5","MALE","LVA","2009","39260.61"
"REHAB_5","ALL","LVA","2010","38054.78"
"REHAB_5","FEMALE","LVA","2010","37115.63"
"REHAB_5","MALE","LVA","2010","39168.31"
"REHAB_5","ALL","LVA","2011","38065.51"
"REHAB_5","FEMALE","LVA","2011","37217.44"
"REHAB_5","MALE","LVA","2011","39071.15"
"REHAB_5","ALL","LVA","2012","38030.13"
"REHAB_5","FEMALE","LVA","2012","37286.81"
"REHAB_5","MALE","LVA","2012","38911.27"
"REHAB_5","ALL","LVA","2013","37970.88"
"REHAB_5","FEMALE","LVA","2013","37338.60"
"REHAB_5","MALE","LVA","2013","38719.81"
"REHAB_5","ALL","LVA","2014","37916.24"
"REHAB_5","FEMALE","LVA","2014","37398.13"
"REHAB_5","MALE","LVA","2014","38529.25"
"REHAB_5","ALL","LVA","2015","37917.22"
"REHAB_5","FEMALE","LVA","2015","37519.93"
"REHAB_5","MALE","LVA","2015","38386.72"
"REHAB_5","ALL","LVA","2016","38109.43"
"REHAB_5","FEMALE","LVA","2016","37939.91"
"REHAB_5","MALE","LVA","2016","38309.39"
"REHAB_5","ALL","LVA","2017","38380.18"
"REHAB_5","FEMALE","LVA","2017","38386.89"
"REHAB_5","MALE","LVA","2017","38372.27"
"REHAB_5","ALL","LVA","2018","38605.15"
"REHAB_5","FEMALE","LVA","2018","38597.10"
"REHAB_5","MALE","LVA","2018","38614.59"
"REHAB_5","ALL","LVA","2019","38874.85"
"REHAB_5","FEMALE","LVA","2019","38777.92"
"REHAB_5","MALE","LVA","2019","38988.35"
"REHAB_5","ALL","MDA","1990","30245.99"
"REHAB_5","FEMALE","MDA","1990","27876.06"
"REHAB_5","MALE","MDA","1990","32843.75"
"REHAB_5","ALL","MDA","1991","30128.70"
"REHAB_5","FEMALE","MDA","1991","27781.80"
"REHAB_5","MALE","MDA","1991","32698.47"
"REHAB_5","ALL","MDA","1992","30211.42"
"REHAB_5","FEMALE","MDA","1992","27754.54"
"REHAB_5","MALE","MDA","1992","32899.25"
"REHAB_5","ALL","MDA","1993","30136.08"
"REHAB_5","FEMALE","MDA","1993","27733.45"
"REHAB_5","MALE","MDA","1993","32762.47"
"REHAB_5","ALL","MDA","1994","30116.85"
"REHAB_5","FEMALE","MDA","1994","27767.84"
"REHAB_5","MALE","MDA","1994","32682.78"
"REHAB_5","ALL","MDA","1995","30153.22"
"REHAB_5","FEMALE","MDA","1995","27856.17"
"REHAB_5","MALE","MDA","1995","32661.82"
"REHAB_5","ALL","MDA","1996","30208.24"
"REHAB_5","FEMALE","MDA","1996","27974.39"
"REHAB_5","MALE","MDA","1996","32647.27"
"REHAB_5","ALL","MDA","1997","30297.51"
"REHAB_5","FEMALE","MDA","1997","28135.45"
"REHAB_5","MALE","MDA","1997","32657.45"
"REHAB_5","ALL","MDA","1998","30404.13"
"REHAB_5","FEMALE","MDA","1998","28319.41"
"REHAB_5","MALE","MDA","1998","32678.91"
"REHAB_5","ALL","MDA","1999","30531.57"
"REHAB_5","FEMALE","MDA","1999","28526.50"
"REHAB_5","MALE","MDA","1999","32719.14"
"REHAB_5","ALL","MDA","2000","30682.49"
"REHAB_5","FEMALE","MDA","2000","28748.00"
"REHAB_5","MALE","MDA","2000","32792.75"
"REHAB_5","ALL","MDA","2001","30781.37"
"REHAB_5","FEMALE","MDA","2001","28922.00"
"REHAB_5","MALE","MDA","2001","32809.05"
"REHAB_5","ALL","MDA","2002","30810.85"
"REHAB_5","FEMALE","MDA","2002","29041.78"
"REHAB_5","MALE","MDA","2002","32738.93"
"REHAB_5","ALL","MDA","2003","30788.53"
"REHAB_5","FEMALE","MDA","2003","29119.85"
"REHAB_5","MALE","MDA","2003","32605.96"
"REHAB_5","ALL","MDA","2004","30776.06"
"REHAB_5","FEMALE","MDA","2004","29214.96"
"REHAB_5","MALE","MDA","2004","32475.74"
"REHAB_5","ALL","MDA","2005","30826.03"
"REHAB_5","FEMALE","MDA","2005","29373.69"
"REHAB_5","MALE","MDA","2005","32407.84"
"REHAB_5","ALL","MDA","2006","30902.58"
"REHAB_5","FEMALE","MDA","2006","29566.60"
"REHAB_5","MALE","MDA","2006","32358.44"
"REHAB_5","ALL","MDA","2007","30989.62"
"REHAB_5","FEMALE","MDA","2007","29783.26"
"REHAB_5","MALE","MDA","2007","32304.67"
"REHAB_5","ALL","MDA","2008","31080.66"
"REHAB_5","FEMALE","MDA","2008","30003.30"
"REHAB_5","MALE","MDA","2008","32255.32"
"REHAB_5","ALL","MDA","2009","31196.85"
"REHAB_5","FEMALE","MDA","2009","30237.41"
"REHAB_5","MALE","MDA","2009","32243.28"
"REHAB_5","ALL","MDA","2010","31348.29"
"REHAB_5","FEMALE","MDA","2010","30482.13"
"REHAB_5","MALE","MDA","2010","32293.61"
"REHAB_5","ALL","MDA","2011","31513.11"
"REHAB_5","FEMALE","MDA","2011","30721.30"
"REHAB_5","MALE","MDA","2011","32377.87"
"REHAB_5","ALL","MDA","2012","31696.88"
"REHAB_5","FEMALE","MDA","2012","30980.58"
"REHAB_5","MALE","MDA","2012","32479.66"
"REHAB_5","ALL","MDA","2013","31886.88"
"REHAB_5","FEMALE","MDA","2013","31246.54"
"REHAB_5","MALE","MDA","2013","32587.03"
"REHAB_5","ALL","MDA","2014","32098.24"
"REHAB_5","FEMALE","MDA","2014","31535.20"
"REHAB_5","MALE","MDA","2014","32714.19"
"REHAB_5","ALL","MDA","2015","32334.72"
"REHAB_5","FEMALE","MDA","2015","31856.71"
"REHAB_5","MALE","MDA","2015","32858.09"
"REHAB_5","ALL","MDA","2016","32810.68"
"REHAB_5","FEMALE","MDA","2016","32541.80"
"REHAB_5","MALE","MDA","2016","33105.33"
"REHAB_5","ALL","MDA","2017","33324.97"
"REHAB_5","FEMALE","MDA","2017","33224.78"
"REHAB_5","MALE","MDA","2017","33434.81"
"REHAB_5","ALL","MDA","2018","33639.96"
"REHAB_5","FEMALE","MDA","2018","33515.87"
"REHAB_5","MALE","MDA","2018","33775.99"
"REHAB_5","ALL","MDA","2019","33962.79"
"REHAB_5","FEMALE","MDA","2019","33746.24"
"REHAB_5","MALE","MDA","2019","34200.26"
"REHAB_5","ALL","MKD","1990","31925.59"
"REHAB_5","FEMALE","MKD","1990","28549.84"
"REHAB_5","MALE","MKD","1990","35248.31"
"REHAB_5","ALL","MKD","1991","31945.54"
"REHAB_5","FEMALE","MKD","1991","28553.10"
"REHAB_5","MALE","MKD","1991","35289.74"
"REHAB_5","ALL","MKD","1992","31980.19"
"REHAB_5","FEMALE","MKD","1992","28577.52"
"REHAB_5","MALE","MKD","1992","35341.49"
"REHAB_5","ALL","MKD","1993","32081.09"
"REHAB_5","FEMALE","MKD","1993","28662.37"
"REHAB_5","MALE","MKD","1993","35469.69"
"REHAB_5","ALL","MKD","1994","32232.15"
"REHAB_5","FEMALE","MKD","1994","28789.86"
"REHAB_5","MALE","MKD","1994","35654.94"
"REHAB_5","ALL","MKD","1995","32408.28"
"REHAB_5","FEMALE","MKD","1995","28933.03"
"REHAB_5","MALE","MKD","1995","35868.64"
"REHAB_5","ALL","MKD","1996","32546.23"
"REHAB_5","FEMALE","MKD","1996","29058.81"
"REHAB_5","MALE","MKD","1996","36017.80"
"REHAB_5","ALL","MKD","1997","32379.75"
"REHAB_5","FEMALE","MKD","1997","28940.75"
"REHAB_5","MALE","MKD","1997","35767.56"
"REHAB_5","ALL","MKD","1998","32197.93"
"REHAB_5","FEMALE","MKD","1998","28809.19"
"REHAB_5","MALE","MKD","1998","35497.49"
"REHAB_5","ALL","MKD","1999","32722.53"
"REHAB_5","FEMALE","MKD","1999","29290.42"
"REHAB_5","MALE","MKD","1999","36106.12"
"REHAB_5","ALL","MKD","2000","33326.13"
"REHAB_5","FEMALE","MKD","2000","29820.95"
"REHAB_5","MALE","MKD","2000","36829.88"
"REHAB_5","ALL","MKD","2001","33434.29"
"REHAB_5","FEMALE","MKD","2001","29868.45"
"REHAB_5","MALE","MKD","2001","36985.45"
"REHAB_5","ALL","MKD","2002","33410.05"
"REHAB_5","FEMALE","MKD","2002","29774.34"
"REHAB_5","MALE","MKD","2002","37011.37"
"REHAB_5","ALL","MKD","2003","33499.37"
"REHAB_5","FEMALE","MKD","2003","29754.02"
"REHAB_5","MALE","MKD","2003","37202.02"
"REHAB_5","ALL","MKD","2004","33604.22"
"REHAB_5","FEMALE","MKD","2004","29748.73"
"REHAB_5","MALE","MKD","2004","37411.01"
"REHAB_5","ALL","MKD","2005","33706.62"
"REHAB_5","FEMALE","MKD","2005","29765.80"
"REHAB_5","MALE","MKD","2005","37592.99"
"REHAB_5","ALL","MKD","2006","33739.02"
"REHAB_5","FEMALE","MKD","2006","29739.16"
"REHAB_5","MALE","MKD","2006","37677.99"
"REHAB_5","ALL","MKD","2007","33717.27"
"REHAB_5","FEMALE","MKD","2007","29669.35"
"REHAB_5","MALE","MKD","2007","37697.32"
"REHAB_5","ALL","MKD","2008","33688.76"
"REHAB_5","FEMALE","MKD","2008","29609.16"
"REHAB_5","MALE","MKD","2008","37693.29"
"REHAB_5","ALL","MKD","2009","33710.63"
"REHAB_5","FEMALE","MKD","2009","29627.80"
"REHAB_5","MALE","MKD","2009","37712.69"
"REHAB_5","ALL","MKD","2010","33831.33"
"REHAB_5","FEMALE","MKD","2010","29784.33"
"REHAB_5","MALE","MKD","2010","37793.57"
"REHAB_5","ALL","MKD","2011","33991.15"
"REHAB_5","FEMALE","MKD","2011","30009.90"
"REHAB_5","MALE","MKD","2011","37883.78"
"REHAB_5","ALL","MKD","2012","34131.03"
"REHAB_5","FEMALE","MKD","2012","30223.74"
"REHAB_5","MALE","MKD","2012","37944.97"
"REHAB_5","ALL","MKD","2013","34291.65"
"REHAB_5","FEMALE","MKD","2013","30451.74"
"REHAB_5","MALE","MKD","2013","38035.63"
"REHAB_5","ALL","MKD","2014","34495.66"
"REHAB_5","FEMALE","MKD","2014","30703.35"
"REHAB_5","MALE","MKD","2014","38190.79"
"REHAB_5","ALL","MKD","2015","34740.76"
"REHAB_5","FEMALE","MKD","2015","30959.41"
"REHAB_5","MALE","MKD","2015","38420.00"
"REHAB_5","ALL","MKD","2016","35429.45"
"REHAB_5","FEMALE","MKD","2016","31626.00"
"REHAB_5","MALE","MKD","2016","39124.67"
"REHAB_5","ALL","MKD","2017","36127.33"
"REHAB_5","FEMALE","MKD","2017","32289.90"
"REHAB_5","MALE","MKD","2017","39852.10"
"REHAB_5","ALL","MKD","2018","36409.60"
"REHAB_5","FEMALE","MKD","2018","32528.23"
"REHAB_5","MALE","MKD","2018","40174.16"
"REHAB_5","ALL","MKD","2019","36632.25"
"REHAB_5","FEMALE","MKD","2019","32713.98"
"REHAB_5","MALE","MKD","2019","40429.96"
"REHAB_5","ALL","MLT","1990","30440.97"
"REHAB_5","FEMALE","MLT","1990","31185.94"
"REHAB_5","MALE","MLT","1990","29676.63"
"REHAB_5","ALL","MLT","1991","30609.92"
"REHAB_5","FEMALE","MLT","1991","31450.09"
"REHAB_5","MALE","MLT","1991","29748.33"
"REHAB_5","ALL","MLT","1992","30792.26"
"REHAB_5","FEMALE","MLT","1992","31717.31"
"REHAB_5","MALE","MLT","1992","29844.13"
"REHAB_5","ALL","MLT","1993","30998.29"
"REHAB_5","FEMALE","MLT","1993","31995.27"
"REHAB_5","MALE","MLT","1993","29977.01"
"REHAB_5","ALL","MLT","1994","31253.80"
"REHAB_5","FEMALE","MLT","1994","32302.48"
"REHAB_5","MALE","MLT","1994","30180.31"
"REHAB_5","ALL","MLT","1995","31517.35"
"REHAB_5","FEMALE","MLT","1995","32597.75"
"REHAB_5","MALE","MLT","1995","30412.31"
"REHAB_5","ALL","MLT","1996","31767.19"
"REHAB_5","FEMALE","MLT","1996","32860.19"
"REHAB_5","MALE","MLT","1996","30650.11"
"REHAB_5","ALL","MLT","1997","32029.03"
"REHAB_5","FEMALE","MLT","1997","33124.16"
"REHAB_5","MALE","MLT","1997","30910.50"
"REHAB_5","ALL","MLT","1998","32317.79"
