"Measure code","SEX","COUNTRY_REGION","YEAR","VALUE"
"REHAB_9","ALL","GRC","1992","4564.71"
"REHAB_9","FEMALE","GRC","1992","4825.29"
"REHAB_9","MALE","GRC","1992","4297.98"
"REHAB_9","ALL","GRC","1993","4578.96"
"REHAB_9","FEMALE","GRC","1993","4839.96"
"REHAB_9","MALE","GRC","1993","4312.31"
"REHAB_9","ALL","GRC","1994","4598.01"
"REHAB_9","FEMALE","GRC","1994","4857.89"
"REHAB_9","MALE","GRC","1994","4332.90"
"REHAB_9","ALL","GRC","1995","4621.50"
"REHAB_9","FEMALE","GRC","1995","4882.72"
"REHAB_9","MALE","GRC","1995","4355.36"
"REHAB_9","ALL","GRC","1996","4648.56"
"REHAB_9","FEMALE","GRC","1996","4910.68"
"REHAB_9","MALE","GRC","1996","4381.78"
"REHAB_9","ALL","GRC","1997","4671.43"
"REHAB_9","FEMALE","GRC","1997","4931.22"
"REHAB_9","MALE","GRC","1997","4407.28"
"REHAB_9","ALL","GRC","1998","4691.80"
"REHAB_9","FEMALE","GRC","1998","4948.99"
"REHAB_9","MALE","GRC","1998","4430.58"
"REHAB_9","ALL","GRC","1999","4718.99"
"REHAB_9","FEMALE","GRC","1999","4973.36"
"REHAB_9","MALE","GRC","1999","4460.72"
"REHAB_9","ALL","GRC","2000","4745.47"
"REHAB_9","FEMALE","GRC","2000","4999.79"
"REHAB_9","MALE","GRC","2000","4487.30"
"REHAB_9","ALL","GRC","2001","4784.99"
"REHAB_9","FEMALE","GRC","2001","5040.88"
"REHAB_9","MALE","GRC","2001","4525.34"
"REHAB_9","ALL","GRC","2002","4840.18"
"REHAB_9","FEMALE","GRC","2002","5097.22"
"REHAB_9","MALE","GRC","2002","4579.30"
"REHAB_9","ALL","GRC","2003","4903.41"
"REHAB_9","FEMALE","GRC","2003","5161.87"
"REHAB_9","MALE","GRC","2003","4640.89"
"REHAB_9","ALL","GRC","2004","4965.73"
"REHAB_9","FEMALE","GRC","2004","5227.02"
"REHAB_9","MALE","GRC","2004","4700.08"
"REHAB_9","ALL","GRC","2005","5018.49"
"REHAB_9","FEMALE","GRC","2005","5284.82"
"REHAB_9","MALE","GRC","2005","4747.43"
"REHAB_9","ALL","GRC","2006","5065.52"
"REHAB_9","FEMALE","GRC","2006","5340.68"
"REHAB_9","MALE","GRC","2006","4785.11"
"REHAB_9","ALL","GRC","2007","5112.10"
"REHAB_9","FEMALE","GRC","2007","5396.39"
"REHAB_9","MALE","GRC","2007","4821.90"
"REHAB_9","ALL","GRC","2008","5154.48"
"REHAB_9","FEMALE","GRC","2008","5450.82"
"REHAB_9","MALE","GRC","2008","4851.44"
"REHAB_9","ALL","GRC","2009","5200.52"
"REHAB_9","FEMALE","GRC","2009","5508.43"
"REHAB_9","MALE","GRC","2009","4885.03"
"REHAB_9","ALL","GRC","2010","5252.62"
"REHAB_9","FEMALE","GRC","2010","5573.13"
"REHAB_9","MALE","GRC","2010","4923.37"
"REHAB_9","ALL","GRC","2011","5304.56"
"REHAB_9","FEMALE","GRC","2011","5637.15"
"REHAB_9","MALE","GRC","2011","4961.76"
"REHAB_9","ALL","GRC","2012","5346.94"
"REHAB_9","FEMALE","GRC","2012","5690.04"
"REHAB_9","MALE","GRC","2012","4991.78"
"REHAB_9","ALL","GRC","2013","5385.53"
"REHAB_9","FEMALE","GRC","2013","5737.55"
"REHAB_9","MALE","GRC","2013","5019.47"
"REHAB_9","ALL","GRC","2014","5429.65"
"REHAB_9","FEMALE","GRC","2014","5790.45"
"REHAB_9","MALE","GRC","2014","5052.93"
"REHAB_9","ALL","GRC","2015","5487.02"
"REHAB_9","FEMALE","GRC","2015","5858.86"
"REHAB_9","MALE","GRC","2015","5097.35"
"REHAB_9","ALL","GRC","2016","5567.08"
"REHAB_9","FEMALE","GRC","2016","5955.29"
"REHAB_9","MALE","GRC","2016","5159.13"
"REHAB_9","ALL","GRC","2017","5632.38"
"REHAB_9","FEMALE","GRC","2017","6034.97"
"REHAB_9","MALE","GRC","2017","5208.56"
"REHAB_9","ALL","GRC","2018","5669.44"
"REHAB_9","FEMALE","GRC","2018","6082.05"
"REHAB_9","MALE","GRC","2018","5234.43"
"REHAB_9","ALL","GRC","2019","5690.44"
"REHAB_9","FEMALE","GRC","2019","6113.79"
"REHAB_9","MALE","GRC","2019","5243.65"
"REHAB_9","ALL","HRV","1990","5224.36"
"REHAB_9","FEMALE","HRV","1990","5182.97"
"REHAB_9","MALE","HRV","1990","5268.20"
"REHAB_9","ALL","HRV","1991","5256.51"
"REHAB_9","FEMALE","HRV","1991","5229.35"
"REHAB_9","MALE","HRV","1991","5285.31"
"REHAB_9","ALL","HRV","1992","5242.58"
"REHAB_9","FEMALE","HRV","1992","5235.96"
"REHAB_9","MALE","HRV","1992","5249.61"
"REHAB_9","ALL","HRV","1993","5240.43"
"REHAB_9","FEMALE","HRV","1993","5243.48"
"REHAB_9","MALE","HRV","1993","5237.19"
"REHAB_9","ALL","HRV","1994","5236.56"
"REHAB_9","FEMALE","HRV","1994","5256.85"
"REHAB_9","MALE","HRV","1994","5214.93"
"REHAB_9","ALL","HRV","1995","5289.92"
"REHAB_9","FEMALE","HRV","1995","5310.57"
"REHAB_9","MALE","HRV","1995","5267.89"
"REHAB_9","ALL","HRV","1996","5301.68"
"REHAB_9","FEMALE","HRV","1996","5323.86"
"REHAB_9","MALE","HRV","1996","5277.97"
"REHAB_9","ALL","HRV","1997","5332.23"
"REHAB_9","FEMALE","HRV","1997","5331.91"
"REHAB_9","MALE","HRV","1997","5332.58"
"REHAB_9","ALL","HRV","1998","5368.12"
"REHAB_9","FEMALE","HRV","1998","5338.73"
"REHAB_9","MALE","HRV","1998","5399.66"
"REHAB_9","ALL","HRV","1999","5407.31"
"REHAB_9","FEMALE","HRV","1999","5353.20"
"REHAB_9","MALE","HRV","1999","5465.42"
"REHAB_9","ALL","HRV","2000","5455.79"
"REHAB_9","FEMALE","HRV","2000","5395.01"
"REHAB_9","MALE","HRV","2000","5521.13"
"REHAB_9","ALL","HRV","2001","5501.88"
"REHAB_9","FEMALE","HRV","2001","5448.92"
"REHAB_9","MALE","HRV","2001","5558.83"
"REHAB_9","ALL","HRV","2002","5546.86"
"REHAB_9","FEMALE","HRV","2002","5503.55"
"REHAB_9","MALE","HRV","2002","5593.44"
"REHAB_9","ALL","HRV","2003","5589.32"
"REHAB_9","FEMALE","HRV","2003","5554.92"
"REHAB_9","MALE","HRV","2003","5626.32"
"REHAB_9","ALL","HRV","2004","5631.56"
"REHAB_9","FEMALE","HRV","2004","5606.54"
"REHAB_9","MALE","HRV","2004","5658.47"
"REHAB_9","ALL","HRV","2005","5682.45"
"REHAB_9","FEMALE","HRV","2005","5666.73"
"REHAB_9","MALE","HRV","2005","5699.34"
"REHAB_9","ALL","HRV","2006","5730.10"
"REHAB_9","FEMALE","HRV","2006","5721.40"
"REHAB_9","MALE","HRV","2006","5739.43"
"REHAB_9","ALL","HRV","2007","5775.11"
"REHAB_9","FEMALE","HRV","2007","5774.22"
"REHAB_9","MALE","HRV","2007","5776.08"
"REHAB_9","ALL","HRV","2008","5812.12"
"REHAB_9","FEMALE","HRV","2008","5816.28"
"REHAB_9","MALE","HRV","2008","5807.67"
"REHAB_9","ALL","HRV","2009","5844.95"
"REHAB_9","FEMALE","HRV","2009","5854.81"
"REHAB_9","MALE","HRV","2009","5834.38"
"REHAB_9","ALL","HRV","2010","5884.02"
"REHAB_9","FEMALE","HRV","2010","5901.15"
"REHAB_9","MALE","HRV","2010","5865.66"
"REHAB_9","ALL","HRV","2011","5918.95"
"REHAB_9","FEMALE","HRV","2011","5945.99"
"REHAB_9","MALE","HRV","2011","5890.02"
"REHAB_9","ALL","HRV","2012","5952.92"
"REHAB_9","FEMALE","HRV","2012","5994.91"
"REHAB_9","MALE","HRV","2012","5908.04"
"REHAB_9","ALL","HRV","2013","5983.98"
"REHAB_9","FEMALE","HRV","2013","6043.44"
"REHAB_9","MALE","HRV","2013","5920.47"
"REHAB_9","ALL","HRV","2014","6016.81"
"REHAB_9","FEMALE","HRV","2014","6091.00"
"REHAB_9","MALE","HRV","2014","5937.66"
"REHAB_9","ALL","HRV","2015","6053.99"
"REHAB_9","FEMALE","HRV","2015","6136.11"
"REHAB_9","MALE","HRV","2015","5966.47"
"REHAB_9","ALL","HRV","2016","6091.55"
"REHAB_9","FEMALE","HRV","2016","6174.26"
"REHAB_9","MALE","HRV","2016","6003.48"
"REHAB_9","ALL","HRV","2017","6142.87"
"REHAB_9","FEMALE","HRV","2017","6229.96"
"REHAB_9","MALE","HRV","2017","6050.21"
"REHAB_9","ALL","HRV","2018","6201.18"
"REHAB_9","FEMALE","HRV","2018","6310.54"
"REHAB_9","MALE","HRV","2018","6084.92"
"REHAB_9","ALL","HRV","2019","6255.95"
"REHAB_9","FEMALE","HRV","2019","6407.22"
"REHAB_9","MALE","HRV","2019","6095.23"
"REHAB_9","ALL","HUN","1990","5664.84"
"REHAB_9","FEMALE","HUN","1990","5667.29"
"REHAB_9","MALE","HUN","1990","5662.19"
"REHAB_9","ALL","HUN","1991","5672.56"
"REHAB_9","FEMALE","HUN","1991","5676.56"
"REHAB_9","MALE","HUN","1991","5668.23"
"REHAB_9","ALL","HUN","1992","5670.57"
"REHAB_9","FEMALE","HUN","1992","5674.05"
"REHAB_9","MALE","HUN","1992","5666.78"
"REHAB_9","ALL","HUN","1993","5668.69"
"REHAB_9","FEMALE","HUN","1993","5675.03"
"REHAB_9","MALE","HUN","1993","5661.79"
"REHAB_9","ALL","HUN","1994","5667.86"
"REHAB_9","FEMALE","HUN","1994","5677.92"
"REHAB_9","MALE","HUN","1994","5656.88"
"REHAB_9","ALL","HUN","1995","5678.69"
"REHAB_9","FEMALE","HUN","1995","5697.83"
"REHAB_9","MALE","HUN","1995","5657.76"
"REHAB_9","ALL","HUN","1996","5681.49"
"REHAB_9","FEMALE","HUN","1996","5708.20"
"REHAB_9","MALE","HUN","1996","5652.23"
"REHAB_9","ALL","HUN","1997","5674.28"
"REHAB_9","FEMALE","HUN","1997","5705.07"
"REHAB_9","MALE","HUN","1997","5640.51"
"REHAB_9","ALL","HUN","1998","5666.42"
"REHAB_9","FEMALE","HUN","1998","5699.97"
"REHAB_9","MALE","HUN","1998","5629.58"
"REHAB_9","ALL","HUN","1999","5660.81"
"REHAB_9","FEMALE","HUN","1999","5696.10"
"REHAB_9","MALE","HUN","1999","5621.99"
"REHAB_9","ALL","HUN","2000","5671.00"
"REHAB_9","FEMALE","HUN","2000","5712.61"
"REHAB_9","MALE","HUN","2000","5625.18"
"REHAB_9","ALL","HUN","2001","5685.11"
"REHAB_9","FEMALE","HUN","2001","5737.01"
"REHAB_9","MALE","HUN","2001","5627.91"
"REHAB_9","ALL","HUN","2002","5688.36"
"REHAB_9","FEMALE","HUN","2002","5752.33"
"REHAB_9","MALE","HUN","2002","5617.81"
"REHAB_9","ALL","HUN","2003","5690.33"
"REHAB_9","FEMALE","HUN","2003","5766.25"
"REHAB_9","MALE","HUN","2003","5606.54"
"REHAB_9","ALL","HUN","2004","5694.02"
"REHAB_9","FEMALE","HUN","2004","5779.24"
"REHAB_9","MALE","HUN","2004","5599.89"
"REHAB_9","ALL","HUN","2005","5705.36"
"REHAB_9","FEMALE","HUN","2005","5798.32"
"REHAB_9","MALE","HUN","2005","5602.64"
"REHAB_9","ALL","HUN","2006","5714.51"
"REHAB_9","FEMALE","HUN","2006","5814.29"
"REHAB_9","MALE","HUN","2006","5604.17"
"REHAB_9","ALL","HUN","2007","5712.47"
"REHAB_9","FEMALE","HUN","2007","5816.96"
"REHAB_9","MALE","HUN","2007","5596.87"
"REHAB_9","ALL","HUN","2008","5711.23"
"REHAB_9","FEMALE","HUN","2008","5820.76"
"REHAB_9","MALE","HUN","2008","5590.03"
"REHAB_9","ALL","HUN","2009","5719.49"
"REHAB_9","FEMALE","HUN","2009","5831.11"
"REHAB_9","MALE","HUN","2009","5595.95"
"REHAB_9","ALL","HUN","2010","5744.86"
"REHAB_9","FEMALE","HUN","2010","5859.28"
"REHAB_9","MALE","HUN","2010","5618.22"
"REHAB_9","ALL","HUN","2011","5780.15"
"REHAB_9","FEMALE","HUN","2011","5898.60"
"REHAB_9","MALE","HUN","2011","5649.10"
"REHAB_9","ALL","HUN","2012","5811.70"
"REHAB_9","FEMALE","HUN","2012","5932.55"
"REHAB_9","MALE","HUN","2012","5678.04"
"REHAB_9","ALL","HUN","2013","5848.20"
"REHAB_9","FEMALE","HUN","2013","5971.37"
"REHAB_9","MALE","HUN","2013","5712.08"
"REHAB_9","ALL","HUN","2014","5890.42"
"REHAB_9","FEMALE","HUN","2014","6015.65"
"REHAB_9","MALE","HUN","2014","5752.14"
"REHAB_9","ALL","HUN","2015","5935.70"
"REHAB_9","FEMALE","HUN","2015","6062.63"
"REHAB_9","MALE","HUN","2015","5795.68"
"REHAB_9","ALL","HUN","2016","5990.91"
"REHAB_9","FEMALE","HUN","2016","6109.39"
"REHAB_9","MALE","HUN","2016","5860.33"
"REHAB_9","ALL","HUN","2017","6048.81"
"REHAB_9","FEMALE","HUN","2017","6159.90"
"REHAB_9","MALE","HUN","2017","5926.46"
"REHAB_9","ALL","HUN","2018","6112.87"
"REHAB_9","FEMALE","HUN","2018","6229.72"
"REHAB_9","MALE","HUN","2018","5984.28"
"REHAB_9","ALL","HUN","2019","6192.28"
"REHAB_9","FEMALE","HUN","2019","6319.45"
"REHAB_9","MALE","HUN","2019","6052.47"
"REHAB_9","ALL","IRL","1990","4181.76"
"REHAB_9","FEMALE","IRL","1990","4469.86"
"REHAB_9","MALE","IRL","1990","3891.70"
"REHAB_9","ALL","IRL","1991","4229.70"
"REHAB_9","FEMALE","IRL","1991","4522.92"
"REHAB_9","MALE","IRL","1991","3934.04"
"REHAB_9","ALL","IRL","1992","4271.73"
"REHAB_9","FEMALE","IRL","1992","4568.44"
"REHAB_9","MALE","IRL","1992","3972.21"
"REHAB_9","ALL","IRL","1993","4309.39"
"REHAB_9","FEMALE","IRL","1993","4609.04"
"REHAB_9","MALE","IRL","1993","4006.62"
"REHAB_9","ALL","IRL","1994","4343.72"
"REHAB_9","FEMALE","IRL","1994","4646.19"
"REHAB_9","MALE","IRL","1994","4037.86"
"REHAB_9","ALL","IRL","1995","4376.54"
"REHAB_9","FEMALE","IRL","1995","4680.94"
"REHAB_9","MALE","IRL","1995","4068.55"
"REHAB_9","ALL","IRL","1996","4401.65"
"REHAB_9","FEMALE","IRL","1996","4707.63"
"REHAB_9","MALE","IRL","1996","4091.92"
"REHAB_9","ALL","IRL","1997","4421.62"
"REHAB_9","FEMALE","IRL","1997","4729.52"
"REHAB_9","MALE","IRL","1997","4109.83"
"REHAB_9","ALL","IRL","1998","4437.14"
"REHAB_9","FEMALE","IRL","1998","4747.18"
"REHAB_9","MALE","IRL","1998","4123.17"
"REHAB_9","ALL","IRL","1999","4451.78"
"REHAB_9","FEMALE","IRL","1999","4762.56"
"REHAB_9","MALE","IRL","1999","4137.12"
"REHAB_9","ALL","IRL","2000","4468.75"
"REHAB_9","FEMALE","IRL","2000","4779.77"
"REHAB_9","MALE","IRL","2000","4154.10"
"REHAB_9","ALL","IRL","2001","4488.18"
"REHAB_9","FEMALE","IRL","2001","4798.19"
"REHAB_9","MALE","IRL","2001","4174.96"
"REHAB_9","ALL","IRL","2002","4505.29"
"REHAB_9","FEMALE","IRL","2002","4811.79"
"REHAB_9","MALE","IRL","2002","4196.23"
"REHAB_9","ALL","IRL","2003","4519.54"
"REHAB_9","FEMALE","IRL","2003","4824.23"
"REHAB_9","MALE","IRL","2003","4213.18"
"REHAB_9","ALL","IRL","2004","4532.35"
"REHAB_9","FEMALE","IRL","2004","4834.54"
"REHAB_9","MALE","IRL","2004","4229.40"
"REHAB_9","ALL","IRL","2005","4543.19"
"REHAB_9","FEMALE","IRL","2005","4845.61"
"REHAB_9","MALE","IRL","2005","4240.75"
"REHAB_9","ALL","IRL","2006","4548.13"
"REHAB_9","FEMALE","IRL","2006","4849.79"
"REHAB_9","MALE","IRL","2006","4246.75"
"REHAB_9","ALL","IRL","2007","4546.54"
"REHAB_9","FEMALE","IRL","2007","4846.81"
"REHAB_9","MALE","IRL","2007","4246.16"
"REHAB_9","ALL","IRL","2008","4544.45"
"REHAB_9","FEMALE","IRL","2008","4844.42"
"REHAB_9","MALE","IRL","2008","4243.47"
"REHAB_9","ALL","IRL","2009","4544.94"
"REHAB_9","FEMALE","IRL","2009","4843.05"
"REHAB_9","MALE","IRL","2009","4244.66"
"REHAB_9","ALL","IRL","2010","4552.75"
"REHAB_9","FEMALE","IRL","2010","4852.86"
"REHAB_9","MALE","IRL","2010","4249.23"
"REHAB_9","ALL","IRL","2011","4567.94"
"REHAB_9","FEMALE","IRL","2011","4870.31"
"REHAB_9","MALE","IRL","2011","4261.07"
"REHAB_9","ALL","IRL","2012","4584.17"
"REHAB_9","FEMALE","IRL","2012","4891.89"
"REHAB_9","MALE","IRL","2012","4271.11"
"REHAB_9","ALL","IRL","2013","4605.70"
"REHAB_9","FEMALE","IRL","2013","4920.85"
"REHAB_9","MALE","IRL","2013","4284.59"
"REHAB_9","ALL","IRL","2014","4631.77"
"REHAB_9","FEMALE","IRL","2014","4954.10"
"REHAB_9","MALE","IRL","2014","4303.05"
"REHAB_9","ALL","IRL","2015","4667.10"
"REHAB_9","FEMALE","IRL","2015","4995.58"
"REHAB_9","MALE","IRL","2015","4331.96"
"REHAB_9","ALL","IRL","2016","4710.05"
"REHAB_9","FEMALE","IRL","2016","5040.43"
"REHAB_9","MALE","IRL","2016","4372.87"
"REHAB_9","ALL","IRL","2017","4757.76"
"REHAB_9","FEMALE","IRL","2017","5088.97"
"REHAB_9","MALE","IRL","2017","4419.62"
"REHAB_9","ALL","IRL","2018","4802.47"
"REHAB_9","FEMALE","IRL","2018","5138.37"
"REHAB_9","MALE","IRL","2018","4459.43"
"REHAB_9","ALL","IRL","2019","4844.17"
"REHAB_9","FEMALE","IRL","2019","5187.51"
"REHAB_9","MALE","IRL","2019","4493.41"
"REHAB_9","ALL","ISL","1990","4246.61"
"REHAB_9","FEMALE","ISL","1990","4541.76"
"REHAB_9","MALE","ISL","1990","3953.70"
"REHAB_9","ALL","ISL","1991","4262.32"
"REHAB_9","FEMALE","ISL","1991","4557.92"
"REHAB_9","MALE","ISL","1991","3968.80"
"REHAB_9","ALL","ISL","1992","4277.63"
"REHAB_9","FEMALE","ISL","1992","4575.02"
"REHAB_9","MALE","ISL","1992","3982.17"
"REHAB_9","ALL","ISL","1993","4293.32"
"REHAB_9","FEMALE","ISL","1993","4594.06"
"REHAB_9","MALE","ISL","1993","3994.42"
"REHAB_9","ALL","ISL","1994","4314.26"
"REHAB_9","FEMALE","ISL","1994","4619.84"
"REHAB_9","MALE","ISL","1994","4010.43"
"REHAB_9","ALL","ISL","1995","4344.97"
"REHAB_9","FEMALE","ISL","1995","4654.20"
"REHAB_9","MALE","ISL","1995","4037.34"
"REHAB_9","ALL","ISL","1996","4376.74"
"REHAB_9","FEMALE","ISL","1996","4694.88"
"REHAB_9","MALE","ISL","1996","4059.99"
"REHAB_9","ALL","ISL","1997","4432.70"
"REHAB_9","FEMALE","ISL","1997","4763.05"
"REHAB_9","MALE","ISL","1997","4103.54"
"REHAB_9","ALL","ISL","1998","4494.80"
"REHAB_9","FEMALE","ISL","1998","4837.61"
"REHAB_9","MALE","ISL","1998","4153.03"
"REHAB_9","ALL","ISL","1999","4551.65"
"REHAB_9","FEMALE","ISL","1999","4906.34"
"REHAB_9","MALE","ISL","1999","4197.85"
"REHAB_9","ALL","ISL","2000","4586.40"
"REHAB_9","FEMALE","ISL","2000","4947.55"
"REHAB_9","MALE","ISL","2000","4225.89"
"REHAB_9","ALL","ISL","2001","4612.67"
"REHAB_9","FEMALE","ISL","2001","4975.18"
"REHAB_9","MALE","ISL","2001","4250.56"
"REHAB_9","ALL","ISL","2002","4643.10"
"REHAB_9","FEMALE","ISL","2002","5007.60"
"REHAB_9","MALE","ISL","2002","4278.83"
"REHAB_9","ALL","ISL","2003","4676.39"
"REHAB_9","FEMALE","ISL","2003","5041.34"
"REHAB_9","MALE","ISL","2003","4311.77"
"REHAB_9","ALL","ISL","2004","4710.29"
"REHAB_9","FEMALE","ISL","2004","5077.99"
"REHAB_9","MALE","ISL","2004","4343.92"
"REHAB_9","ALL","ISL","2005","4735.80"
"REHAB_9","FEMALE","ISL","2005","5107.60"
"REHAB_9","MALE","ISL","2005","4367.63"
"REHAB_9","ALL","ISL","2006","4751.59"
"REHAB_9","FEMALE","ISL","2006","5129.71"
"REHAB_9","MALE","ISL","2006","4380.59"
"REHAB_9","ALL","ISL","2007","4753.33"
"REHAB_9","FEMALE","ISL","2007","5140.59"
"REHAB_9","MALE","ISL","2007","4376.62"
"REHAB_9","ALL","ISL","2008","4748.67"
"REHAB_9","FEMALE","ISL","2008","5144.50"
"REHAB_9","MALE","ISL","2008","4364.68"
"REHAB_9","ALL","ISL","2009","4752.26"
"REHAB_9","FEMALE","ISL","2009","5157.56"
"REHAB_9","MALE","ISL","2009","4357.25"
"REHAB_9","ALL","ISL","2010","4766.85"
"REHAB_9","FEMALE","ISL","2010","5179.89"
"REHAB_9","MALE","ISL","2010","4360.89"
"REHAB_9","ALL","ISL","2011","4780.14"
"REHAB_9","FEMALE","ISL","2011","5199.28"
"REHAB_9","MALE","ISL","2011","4365.28"
"REHAB_9","ALL","ISL","2012","4775.89"
"REHAB_9","FEMALE","ISL","2012","5196.78"
"REHAB_9","MALE","ISL","2012","4357.49"
"REHAB_9","ALL","ISL","2013","4763.51"
"REHAB_9","FEMALE","ISL","2013","5182.06"
"REHAB_9","MALE","ISL","2013","4346.63"
"REHAB_9","ALL","ISL","2014","4756.74"
"REHAB_9","FEMALE","ISL","2014","5172.84"
"REHAB_9","MALE","ISL","2014","4342.51"
"REHAB_9","ALL","ISL","2015","4768.50"
"REHAB_9","FEMALE","ISL","2015","5182.51"
"REHAB_9","MALE","ISL","2015","4357.43"
"REHAB_9","ALL","ISL","2016","4803.14"
"REHAB_9","FEMALE","ISL","2016","5211.24"
"REHAB_9","MALE","ISL","2016","4399.58"
"REHAB_9","ALL","ISL","2017","4842.32"
"REHAB_9","FEMALE","ISL","2017","5247.48"
"REHAB_9","MALE","ISL","2017","4443.45"
"REHAB_9","ALL","ISL","2018","4883.56"
"REHAB_9","FEMALE","ISL","2018","5293.74"
"REHAB_9","MALE","ISL","2018","4480.91"
"REHAB_9","ALL","ISL","2019","4926.86"
"REHAB_9","FEMALE","ISL","2019","5344.39"
"REHAB_9","MALE","ISL","2019","4517.70"
"REHAB_9","ALL","ISR","1990","3600.32"
"REHAB_9","FEMALE","ISR","1990","3774.96"
"REHAB_9","MALE","ISR","1990","3421.95"
"REHAB_9","ALL","ISR","1991","3611.30"
"REHAB_9","FEMALE","ISR","1991","3788.81"
"REHAB_9","MALE","ISR","1991","3429.77"
"REHAB_9","ALL","ISR","1992","3622.69"
"REHAB_9","FEMALE","ISR","1992","3803.66"
"REHAB_9","MALE","ISR","1992","3437.47"
"REHAB_9","ALL","ISR","1993","3632.15"
"REHAB_9","FEMALE","ISR","1993","3818.34"
"REHAB_9","MALE","ISR","1993","3441.48"
"REHAB_9","ALL","ISR","1994","3646.04"
"REHAB_9","FEMALE","ISR","1994","3836.03"
"REHAB_9","MALE","ISR","1994","3451.41"
"REHAB_9","ALL","ISR","1995","3656.31"
"REHAB_9","FEMALE","ISR","1995","3850.86"
"REHAB_9","MALE","ISR","1995","3456.99"
"REHAB_9","ALL","ISR","1996","3667.79"
"REHAB_9","FEMALE","ISR","1996","3865.52"
"REHAB_9","MALE","ISR","1996","3465.22"
"REHAB_9","ALL","ISR","1997","3672.64"
"REHAB_9","FEMALE","ISR","1997","3876.13"
"REHAB_9","MALE","ISR","1997","3464.23"
"REHAB_9","ALL","ISR","1998","3681.40"
"REHAB_9","FEMALE","ISR","1998","3891.60"
"REHAB_9","MALE","ISR","1998","3466.18"
"REHAB_9","ALL","ISR","1999","3690.74"
"REHAB_9","FEMALE","ISR","1999","3906.48"
"REHAB_9","MALE","ISR","1999","3469.94"
"REHAB_9","ALL","ISR","2000","3707.61"
"REHAB_9","FEMALE","ISR","2000","3925.73"
"REHAB_9","MALE","ISR","2000","3484.47"
"REHAB_9","ALL","ISR","2001","3732.17"
"REHAB_9","FEMALE","ISR","2001","3948.37"
"REHAB_9","MALE","ISR","2001","3511.07"
"REHAB_9","ALL","ISR","2002","3767.55"
"REHAB_9","FEMALE","ISR","2002","3978.34"
"REHAB_9","MALE","ISR","2002","3552.06"
"REHAB_9","ALL","ISR","2003","3773.09"
"REHAB_9","FEMALE","ISR","2003","3989.21"
"REHAB_9","MALE","ISR","2003","3552.24"
"REHAB_9","ALL","ISR","2004","3789.48"
"REHAB_9","FEMALE","ISR","2004","4007.32"
"REHAB_9","MALE","ISR","2004","3566.94"
"REHAB_9","ALL","ISR","2005","3803.66"
"REHAB_9","FEMALE","ISR","2005","4027.15"
"REHAB_9","MALE","ISR","2005","3575.44"
"REHAB_9","ALL","ISR","2006","3827.52"
"REHAB_9","FEMALE","ISR","2006","4051.10"
"REHAB_9","MALE","ISR","2006","3599.34"
"REHAB_9","ALL","ISR","2007","3829.00"
"REHAB_9","FEMALE","ISR","2007","4060.94"
"REHAB_9","MALE","ISR","2007","3592.45"
"REHAB_9","ALL","ISR","2008","3841.67"
"REHAB_9","FEMALE","ISR","2008","4075.42"
"REHAB_9","MALE","ISR","2008","3603.44"
"REHAB_9","ALL","ISR","2009","3848.21"
"REHAB_9","FEMALE","ISR","2009","4088.59"
"REHAB_9","MALE","ISR","2009","3603.39"
"REHAB_9","ALL","ISR","2010","3846.18"
"REHAB_9","FEMALE","ISR","2010","4095.03"
"REHAB_9","MALE","ISR","2010","3592.94"
"REHAB_9","ALL","ISR","2011","3857.52"
"REHAB_9","FEMALE","ISR","2011","4111.31"
"REHAB_9","MALE","ISR","2011","3599.47"
"REHAB_9","ALL","ISR","2012","3865.76"
"REHAB_9","FEMALE","ISR","2012","4123.42"
"REHAB_9","MALE","ISR","2012","3604.01"
"REHAB_9","ALL","ISR","2013","3872.50"
"REHAB_9","FEMALE","ISR","2013","4135.10"
"REHAB_9","MALE","ISR","2013","3605.97"
"REHAB_9","ALL","ISR","2014","3915.11"
"REHAB_9","FEMALE","ISR","2014","4169.18"
"REHAB_9","MALE","ISR","2014","3657.47"
"REHAB_9","ALL","ISR","2015","3902.34"
"REHAB_9","FEMALE","ISR","2015","4168.13"
"REHAB_9","MALE","ISR","2015","3633.04"
"REHAB_9","ALL","ISR","2016","3921.93"
"REHAB_9","FEMALE","ISR","2016","4185.15"
"REHAB_9","MALE","ISR","2016","3655.49"
"REHAB_9","ALL","ISR","2017","3943.50"
"REHAB_9","FEMALE","ISR","2017","4202.28"
"REHAB_9","MALE","ISR","2017","3681.83"
"REHAB_9","ALL","ISR","2018","3956.59"
"REHAB_9","FEMALE","ISR","2018","4218.16"
"REHAB_9","MALE","ISR","2018","3692.39"
"REHAB_9","ALL","ISR","2019","3967.81"
"REHAB_9","FEMALE","ISR","2019","4237.14"
"REHAB_9","MALE","ISR","2019","3696.05"
"REHAB_9","ALL","ITA","1990","5187.92"
"REHAB_9","FEMALE","ITA","1990","5579.35"
"REHAB_9","MALE","ITA","1990","4772.84"
"REHAB_9","ALL","ITA","1991","5234.11"
"REHAB_9","FEMALE","ITA","1991","5621.62"
"REHAB_9","MALE","ITA","1991","4822.93"
"REHAB_9","ALL","ITA","1992","5273.33"
"REHAB_9","FEMALE","ITA","1992","5656.97"
"REHAB_9","MALE","ITA","1992","4865.97"
"REHAB_9","ALL","ITA","1993","5311.04"
