"Measure code","SEX","COUNTRY_REGION","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"REHAB_7","ALL","DEU","4015.26","4018.27","4020.69","4024.91","4045.51","4066.48","4073.87","4075.01","4077.73","4101.36","4136.10","4167.13","4192.10","4218.02","4266.35","4325.08","4387.08","4458.36","4537.07","4630.20","4711.22","4753.48","4784.21","4808.73","4847.49","4884.07","4914.59","4933.43","4957.56","4986.56"
"REHAB_7","ALL","GRC","3647.10","3646.47","3638.49","3637.87","3647.07","3666.19","3696.31","3728.79","3761.43","3799.05","3834.60","3858.57","3867.23","3871.34","3882.93","3913.74","3966.96","4022.04","4078.68","4141.19","4208.88","4279.15","4338.34","4395.63","4460.22","4537.58","4642.90","4730.30","4784.33","4829.88"
"REHAB_7","ALL","HUN","5622.66","5634.28","5630.43","5626.85","5625.26","5643.55","5652.03","5635.86","5614.26","5594.59","5600.56","5613.72","5608.98","5600.56","5593.51","5598.18","5596.04","5570.54","5546.05","5536.23","5557.72","5600.19","5639.95","5689.11","5744.03","5799.91","5825.26","5852.32","5924.12","6002.97"
"REHAB_7","ALL","ISL","3006.29","3009.77","3014.91","3019.25","3029.05","3045.66","3054.58","3063.43","3068.50","3077.11","3086.02","3103.10","3127.73","3154.03","3181.77","3199.29","3210.97","3216.35","3220.34","3235.31","3261.10","3297.95","3333.26","3364.74","3395.71","3425.75","3475.09","3528.04","3572.10","3615.49"
"REHAB_7","ALL","IRL","2830.55","2852.29","2869.98","2883.85","2899.20","2919.28","2937.93","2952.45","2963.31","2972.97","2985.42","2995.29","2998.44","2996.32","2992.97","2992.65","2988.25","2977.90","2967.65","2962.45","2969.40","2981.78","2993.44","3009.84","3034.98","3072.44","3146.63","3224.66","3274.46","3317.42"
"REHAB_7","ALL","ISR","2510.51","2518.86","2527.14","2536.64","2550.08","2564.42","2573.81","2580.78","2589.55","2600.00","2617.49","2637.48","2666.36","2684.56","2704.84","2724.85","2742.77","2749.67","2759.09","2766.79","2774.60","2783.45","2792.64","2799.51","2824.68","2833.02","2848.10","2868.55","2885.91","2897.06"
"REHAB_7","ALL","ITA","3907.19","3940.37","3965.35","3990.58","4020.16","4063.35","4114.77","4153.57","4182.45","4204.62","4229.41","4235.72","4194.20","4131.99","4082.76","4082.52","4124.23","4156.46","4183.68","4214.90","4259.09","4320.43","4376.33","4434.26","4500.30","4569.33","4682.88","4794.48","4907.62","5070.57"
"REHAB_7","ALL","KAZ","2868.43","2862.56","2858.50","2858.78","2858.90","2864.23","2879.59","2903.75","2933.98","2962.34","2984.97","3000.81","3008.88","3012.67","3013.36","3015.54","3026.95","3047.65","3072.70","3094.35","3106.71","3115.40","3128.27","3141.14","3147.18","3142.60","3095.74","3063.16","3084.61","3115.16"
"REHAB_7","ALL","KGZ","2435.01","2413.45","2391.42","2371.61","2354.49","2334.15","2321.75","2311.09","2304.11","2297.60","2290.87","2271.14","2244.70","2220.46","2198.96","2183.85","2177.10","2173.52","2178.18","2184.83","2202.31","2220.46","2246.26","2276.67","2302.36","2316.72","2316.24","2318.39","2333.45","2346.73"
"REHAB_7","ALL","LVA","5479.79","5375.51","5296.55","5241.59","5207.22","5202.44","5247.53","5332.05","5428.79","5516.09","5577.30","5591.90","5565.95","5522.36","5478.24","5452.07","5433.04","5406.74","5393.15","5401.87","5438.10","5497.60","5565.29","5634.50","5695.05","5744.72","5737.25","5741.49","5816.69","5906.71"
"REHAB_7","ALL","LTU","4818.50","4813.02","4811.62","4817.06","4825.83","4841.25","4868.44","4899.50","4935.88","4979.53","5034.21","5110.74","5203.54","5309.94","5419.20","5512.38","5563.31","5560.13","5536.36","5528.44","5566.35","5659.12","5773.58","5894.70","5999.76","6062.90","5922.24","5788.40","5861.01","5957.30"
"REHAB_7","ALL","LUX","3949.11","3928.17","3904.04","3875.06","3848.73","3830.27","3799.79","3756.54","3706.92","3666.22","3646.61","3634.43","3624.48","3612.99","3602.89","3604.80","3608.36","3614.94","3618.26","3624.20","3634.49","3630.36","3613.41","3593.18","3583.20","3588.36","3613.13","3642.77","3663.01","3687.63"
"REHAB_7","ALL","MLT","2960.65","2965.30","2971.65","2982.71","3005.39","3035.59","3068.39","3102.93","3140.03","3185.28","3232.66","3281.40","3329.73","3376.09","3429.84","3484.25","3538.23","3590.73","3641.82","3699.78","3756.63","3808.19","3852.17","3897.13","3955.94","4023.39","4150.29","4274.15","4333.00","4370.19"
"REHAB_7","ALL","MNE","","","","","","","","","","","","","","","","","4518.92","4561.12","4600.51","4641.06","4682.87","4722.84","4768.33","4814.25","4860.34","4903.97","4962.37","5029.05","5081.65","5140.31"
"REHAB_7","ALL","NLD","3281.41","3298.96","3315.54","3330.06","3342.43","3355.56","3366.80","3373.76","3378.41","3383.08","3392.05","3407.39","3421.82","3435.53","3453.67","3476.37","3507.20","3545.18","3586.52","3632.17","3681.60","3739.51","3808.35","3880.99","3957.73","4031.66","4079.57","4127.89","4187.84","4245.26"
"REHAB_7","ALL","MKD","3656.42","3669.38","3690.98","3724.33","3767.35","3812.55","3855.56","3847.85","3841.08","3990.81","4155.49","4188.99","4196.38","4223.34","4261.75","4313.66","4366.35","4423.81","4482.60","4544.02","4605.05","4652.59","4696.37","4740.73","4788.31","4833.71","4892.11","4963.09","5022.02","5082.12"
"REHAB_7","ALL","NOR","4126.30","4120.74","4112.08","4102.37","4091.85","4085.28","4082.26","4073.54","4064.45","4055.89","4053.59","4072.03","4101.12","4137.08","4174.44","4204.95","4232.71","4254.79","4270.68","4280.00","4283.65","4285.78","4283.56","4283.61","4287.79","4298.52","4321.46","4354.15","4394.00","4439.63"
"REHAB_7","ALL","POL","4239.53","4218.17","4202.53","4194.02","4198.38","4213.97","4237.84","4272.87","4313.67","4359.50","4405.65","4444.11","4477.70","4508.86","4544.46","4588.94","4634.28","4675.66","4715.17","4758.79","4811.97","4870.74","4928.84","4986.02","5046.21","5109.17","5196.61","5286.10","5356.19","5429.59"
"REHAB_7","ALL","PRT","3851.80","3853.96","3850.54","3846.80","3846.37","3855.14","3869.06","3873.95","3874.38","3871.82","3873.14","3881.07","3880.59","3876.05","3875.04","3882.60","3895.82","3899.29","3901.37","3909.99","3930.49","3966.16","4000.92","4041.26","4088.80","4141.88","4210.34","4278.19","4346.53","4415.71"
"REHAB_7","ALL","MDA","3903.00","3876.08","3869.34","3857.34","3849.28","3847.72","3853.72","3870.53","3898.69","3934.21","3974.35","4013.72","4049.08","4079.60","4109.78","4142.02","4173.43","4207.41","4242.74","4282.42","4325.90","4417.37","4578.71","4764.26","4931.19","5035.30","5051.98","5071.54","5146.32","5249.82"
"REHAB_7","ALL","ROU","4526.96","4521.64","4520.53","4520.25","4526.81","4553.90","4579.75","4608.63","4638.46","4671.65","4717.42","4747.19","4761.89","4769.68","4783.24","4821.97","4871.45","4929.90","4991.77","5054.92","5126.23","5201.67","5285.11","5368.92","5451.75","5531.88","5586.89","5641.26","5709.24","5779.23"
"REHAB_7","ALL","RUS","5016.01","4965.04","4925.92","4893.01","4873.43","4868.15","4899.56","4957.51","5023.01","5092.76","5136.93","5155.81","5161.38","5152.31","5156.40","5175.09","5221.42","5293.38","5361.86","5424.72","5463.70","5476.92","5477.62","5459.13","5435.55","5414.11","5378.38","5373.25","5410.45","5455.00"
"REHAB_7","ALL","SRB","","","","","","","","","","","","","","","","","5019.14","5073.32","5134.60","5186.69","5229.78","5259.81","5278.19","5304.42","5328.65","5352.59","5411.31","5481.97","5541.29","5592.76"
"REHAB_7","ALL","SVK","4331.10","4361.93","4389.21","4414.53","4444.47","4474.68","4492.16","4498.28","4499.44","4507.31","4530.00","4561.52","4596.29","4632.80","4672.03","4712.96","4745.87","4768.96","4788.56","4813.98","4854.34","4905.55","4960.66","5020.60","5085.50","5154.37","5198.19","5241.86","5313.19","5383.96"
"REHAB_7","ALL","SVN","5029.72","5010.57","4999.45","5001.23","5015.22","5047.48","5090.82","5149.87","5221.54","5299.90","5383.73","5474.06","5579.27","5690.95","5794.40","5878.78","5940.42","5989.09","6030.06","6067.29","6106.32","6128.16","6126.10","6120.49","6131.59","6173.90","6254.32","6337.45","6354.89","6299.30"
"REHAB_7","ALL","ESP","3607.74","3628.05","3648.46","3675.28","3708.01","3745.54","3795.83","3845.91","3895.83","3938.51","3967.09","3991.68","4001.65","4003.64","4004.11","4000.90","4000.54","3984.90","3965.97","3955.89","3958.05","3976.74","3985.14","3997.40","4020.30","4050.08","4116.91","4182.46","4240.43","4297.57"
"REHAB_7","ALL","SWE","4226.52","4188.40","4154.34","4127.62","4115.48","4127.57","4148.29","4170.71","4193.19","4213.67","4239.67","4254.63","4256.96","4254.01","4250.54","4257.39","4265.79","4275.77","4287.19","4295.23","4300.42","4295.38","4285.70","4277.21","4274.10","4280.15","4348.26","4423.38","4445.67","4464.68"
"REHAB_7","ALL","CHE","4273.54","4302.51","4331.06","4361.04","4390.23","4416.34","4434.12","4445.53","4455.81","4465.20","4478.36","4487.36","4485.36","4478.21","4470.52","4470.08","4467.16","4455.38","4441.49","4429.68","4426.93","4425.54","4417.76","4410.91","4411.64","4426.23","4466.76","4515.30","4547.03","4563.91"
"REHAB_7","ALL","TJK","1670.29","1642.39","1695.26","1879.06","1811.86","1784.22","1812.00","1782.47","1773.48","1750.52","1732.75","1720.35","1704.22","1691.09","1680.78","1675.19","1675.83","1675.49","1678.17","1683.07","1692.08","1706.62","1727.55","1754.32","1782.12","1808.57","1854.67","1891.08","1892.33","1879.00"
"REHAB_7","ALL","TUR","1978.45","1982.27","1998.13","2012.26","2034.12","2055.79","2085.19","2119.22","2157.71","2260.27","2287.29","2335.28","2385.11","2435.93","2488.24","2540.31","2591.74","2640.84","2687.48","2732.98","2778.41","2830.83","2887.49","2942.83","2996.86","3051.67","3118.80","3183.69","3242.53","3294.99"
"REHAB_7","ALL","TKM","1729.51","1727.76","1724.58","1717.75","1712.24","1712.67","1720.67","1735.67","1756.45","1780.76","1806.39","1833.26","1859.92","1886.78","1914.23","1944.29","1981.06","2025.90","2075.12","2125.31","2173.91","2224.18","2283.58","2344.59","2402.73","2453.07","2507.94","2557.39","2589.29","2613.20"
"REHAB_7","ALL","UKR","5078.36","5032.34","4985.40","4938.93","4901.14","4873.69","4858.05","4847.83","4844.48","4850.56","4858.75","4855.44","4826.23","4785.01","4754.92","4748.96","4777.47","4823.41","4871.36","4922.03","4963.37","4991.48","5010.84","5022.13","5056.30","5096.12","5220.40","5347.27","5384.39","5407.26"
"REHAB_7","ALL","GBR","3535.60","3511.94","3491.66","3475.91","3467.71","3469.67","3477.48","3489.07","3502.83","3516.74","3531.13","3546.32","3563.20","3578.06","3591.27","3602.99","3607.64","3607.90","3606.04","3606.77","3613.94","3620.06","3623.76","3627.12","3634.17","3649.34","3702.98","3763.53","3786.63","3798.17"
"REHAB_7","ALL","UZB","1896.55","1890.63","1883.84","1876.00","1866.08","1856.32","1852.71","1853.00","1855.84","1860.02","1863.13","1866.12","1868.40","1870.29","1873.05","1876.98","1888.18","1903.21","1920.03","1937.54","1955.27","1985.59","2028.58","2076.14","2120.33","2152.53","2186.40","2219.97","2245.17","2268.99"
"REHAB_7","FEMALE","ALB","2533.06","2540.04","2552.99","2573.33","2602.42","2638.87","2680.00","2723.54","2730.10","2830.29","2936.26","3007.99","3081.87","3153.36","3224.97","3297.63","3369.49","3440.35","3512.25","3588.49","3673.70","3770.39","3875.59","3991.12","4108.70","4214.33","4345.09","4478.87","4580.48","4670.49"
"REHAB_7","FEMALE","AND","2657.81","2643.68","2681.43","2725.90","2824.10","2913.16","2986.16","3085.16","3172.54","3277.26","3386.61","3473.14","3555.91","3498.91","3458.39","3477.78","3505.39","3565.49","3612.01","3700.61","3771.18","3868.77","3970.19","4033.58","4079.99","4133.05","4215.79","4274.35","4299.22","4331.41"
"REHAB_7","FEMALE","ARM","3314.28","3318.13","3319.95","3321.23","3326.33","3348.35","3371.58","3395.19","3421.96","3451.95","3500.89","3553.11","3599.47","3639.65","3673.89","3718.53","3747.52","3756.08","3752.48","3749.74","3778.06","3824.80","3876.95","3922.98","3961.50","4003.34","4011.61","4012.42","4028.68","4042.84"
"REHAB_7","FEMALE","AUT","4491.76","4510.69","4526.36","4534.18","4547.10","4583.29","4590.23","4588.73","4576.97","4571.27","4598.97","4623.95","4656.03","4678.71","4705.93","4751.46","4778.05","4801.15","4817.12","4847.13","4904.11","4956.38","5007.83","5045.66","5086.80","5129.06","5113.27","5105.09","5127.35","5162.68"
"REHAB_7","FEMALE","AZE","2143.36","2124.09","2113.76","2091.62","2069.82","2039.32","2027.56","2014.16","2007.21","2006.74","2008.41","2025.19","2038.83","2059.11","2082.35","2105.28","2144.07","2188.81","2242.67","2297.58","2341.63","2390.00","2436.16","2485.83","2534.98","2579.81","2649.62","2707.12","2735.56","2755.59"
"REHAB_7","FEMALE","BLR","4870.24","4915.08","4947.93","4982.98","5013.99","5041.93","5074.91","5099.87","5128.98","5159.53","5194.67","5242.08","5285.49","5336.86","5392.54","5442.93","5486.77","5522.54","5558.84","5595.64","5633.63","5679.91","5734.81","5791.48","5835.41","5857.87","5763.24","5683.36","5722.75","5773.77"
"REHAB_7","FEMALE","BEL","4390.05","4409.28","4429.29","4449.18","4478.06","4519.48","4559.11","4605.42","4656.95","4718.35","4791.90","4865.88","4944.27","5017.25","5084.77","5143.09","5175.53","5191.75","5198.10","5206.87","5230.68","5245.49","5238.81","5225.01","5221.94","5239.88","5290.23","5341.68","5339.40","5289.40"
"REHAB_7","FEMALE","BIH","3681.45","3681.45","3798.28","3904.46","4007.72","4239.52","4295.65","4314.39","4362.25","4454.96","4565.14","4647.97","4693.91","4734.65","4802.04","4898.25","4978.41","5056.34","5155.90","5261.61","5372.69","5473.61","5567.14","5662.79","5762.36","5866.71","5979.16","6095.82","6199.35","6297.79"
"REHAB_7","FEMALE","BGR","4817.79","4861.34","4908.66","4953.92","5002.29","5058.96","5123.66","5183.19","5241.98","5306.38","5374.15","5444.19","5507.18","5567.76","5632.00","5701.28","5780.73","5865.94","5960.29","6063.48","6169.06","6274.43","6369.79","6459.87","6542.33","6616.90","6696.38","6771.60","6843.00","6917.88"
"REHAB_7","FEMALE","HRV","4925.50","4932.60","4935.89","4945.94","4969.84","5045.67","5118.49","5205.63","5297.33","5389.35","5490.10","5570.34","5643.63","5704.82","5766.20","5844.08","5916.78","5984.38","6038.95","6092.15","6153.72","6212.54","6281.18","6347.78","6410.71","6467.90","6513.46","6588.31","6671.84","6736.91"
"REHAB_7","FEMALE","CYP","2644.82","2645.81","2649.37","2655.00","2664.77","2681.66","2707.05","2739.04","2772.04","2802.06","2832.57","2859.71","2879.50","2895.06","2911.80","2936.69","2969.51","3005.01","3041.45","3076.99","3107.24","3121.10","3120.38","3115.84","3116.44","3132.39","3194.94","3264.46","3306.63","3348.54"
"REHAB_7","FEMALE","CZE","5542.27","5507.48","5479.45","5458.36","5455.19","5473.07","5491.65","5513.04","5534.54","5566.44","5612.64","5662.00","5716.60","5766.90","5814.37","5860.77","5892.61","5913.80","5929.68","5951.45","5994.09","6047.06","6096.53","6144.72","6194.27","6249.35","6302.85","6357.21","6378.40","6331.65"
"REHAB_7","FEMALE","DNK","4607.50","4619.42","4624.22","4619.54","4611.91","4601.05","4589.93","4573.92","4556.86","4544.14","4533.04","4519.25","4485.75","4443.26","4406.69","4378.11","4358.10","4332.14","4304.75","4283.28","4269.86","4269.88","4273.23","4279.83","4289.44","4300.14","4307.54","4326.99","4371.92","4419.72"
"REHAB_7","FEMALE","EST","5148.56","5088.83","5055.87","5044.55","5048.70","5071.71","5110.37","5168.16","5222.98","5275.52","5321.57","5330.91","5315.52","5281.45","5249.88","5237.36","5232.79","5236.48","5243.26","5263.67","5305.32","5364.61","5445.34","5528.83","5606.44","5677.38","5698.49","5732.69","5799.57","5845.69"
"REHAB_7","FEMALE","FIN","4657.28","4658.39","4664.89","4681.31","4711.70","4777.55","4866.95","4968.23","5078.23","5176.85","5274.16","5352.89","5411.68","5463.05","5504.58","5558.07","5606.40","5632.16","5651.46","5664.83","5684.92","5700.30","5686.90","5674.08","5674.07","5700.63","5770.57","5829.73","5870.76","5883.95"
"REHAB_7","FEMALE","FRA","3778.20","3783.54","3793.52","3809.78","3829.20","3850.81","3875.78","3902.44","3931.74","3958.89","3984.86","4018.42","4057.34","4098.81","4141.58","4185.01","4234.81","4292.44","4353.78","4411.89","4465.78","4518.33","4569.19","4620.03","4672.69","4728.86","4883.05","5038.65","5092.47","5132.04"
"REHAB_7","FEMALE","GEO","3482.18","3483.25","3492.29","3519.65","3533.54","3565.73","3620.84","3681.42","3749.60","3816.97","3884.07","3965.74","4047.92","4126.56","4192.63","4241.11","4288.10","4341.65","4418.24","4481.80","4536.77","4595.61","4642.22","4688.00","4732.45","4777.19","4833.48","4876.36","4906.63","4927.24"
"REHAB_7","FEMALE","DEU","4655.22","4655.77","4656.33","4658.74","4682.29","4704.29","4708.53","4708.08","4710.98","4742.35","4784.48","4817.12","4839.26","4861.10","4913.80","4978.28","5042.19","5111.64","5188.53","5288.62","5382.75","5433.70","5462.04","5482.59","5526.62","5573.82","5609.03","5626.93","5656.73","5697.80"
"REHAB_7","FEMALE","GRC","3804.21","3795.20","3778.82","3771.26","3775.18","3791.94","3821.06","3849.61","3877.74","3910.70","3944.76","3968.34","3971.64","3970.47","3980.40","4018.23","4088.15","4161.80","4240.53","4326.44","4417.88","4511.74","4588.75","4664.16","4748.43","4849.53","4997.71","5120.31","5186.34","5235.38"
"REHAB_7","FEMALE","HUN","6000.56","6021.07","6022.57","6025.81","6029.99","6061.30","6079.78","6065.41","6044.04","6024.06","6038.58","6070.42","6088.40","6104.34","6117.58","6138.55","6151.53","6138.83","6126.67","6127.48","6158.20","6208.11","6250.63","6302.80","6360.62","6420.80","6449.92","6481.37","6560.78","6642.94"
"REHAB_7","FEMALE","ISL","3180.75","3180.44","3183.59","3187.34","3198.28","3214.49","3227.29","3245.26","3260.88","3279.99","3292.61","3309.89","3335.80","3362.50","3393.79","3414.71","3435.14","3452.87","3465.41","3488.72","3517.47","3559.83","3601.77","3636.47","3671.03","3700.43","3750.32","3805.83","3853.45","3902.81"
"REHAB_7","FEMALE","IRL","3042.79","3068.14","3087.79","3102.96","3119.91","3143.10","3164.24","3179.48","3189.86","3198.62","3210.72","3218.20","3216.77","3209.35","3202.28","3202.05","3198.66","3189.27","3180.24","3176.36","3185.11","3197.80","3209.75","3227.19","3254.35","3295.46","3379.64","3466.36","3513.87","3549.16"
"REHAB_7","FEMALE","ISR","2546.50","2556.23","2567.98","2583.76","2602.83","2622.22","2634.00","2646.81","2663.61","2680.61","2701.15","2718.42","2741.08","2759.06","2779.27","2802.02","2821.93","2838.04","2857.40","2875.44","2894.20","2909.00","2924.19","2937.10","2960.48","2977.49","2997.36","3021.48","3040.57","3052.16"
"REHAB_7","FEMALE","ITA","4224.89","4265.47","4296.91","4329.80","4369.27","4427.86","4498.76","4554.57","4598.67","4635.64","4678.84","4709.13","4688.91","4643.53","4607.78","4620.75","4674.11","4706.57","4727.10","4750.95","4795.28","4866.98","4930.56","4996.11","5071.47","5150.56","5278.79","5399.26","5506.60","5651.61"
"REHAB_7","FEMALE","KAZ","2986.03","2986.30","2985.68","2989.42","2991.47","2996.32","3011.38","3034.43","3065.17","3094.09","3116.12","3131.65","3138.47","3141.84","3141.45","3141.89","3148.61","3159.99","3174.62","3186.53","3192.80","3198.81","3209.26","3220.86","3226.44","3223.81","3184.74","3159.28","3180.94","3204.07"
"REHAB_7","FEMALE","KGZ","2539.22","2518.25","2495.04","2475.08","2456.66","2435.86","2423.97","2413.74","2409.26","2403.31","2389.13","2359.11","2320.05","2285.12","2254.28","2231.36","2219.58","2211.90","2213.61","2217.90","2229.45","2244.08","2263.72","2289.19","2311.36","2324.99","2331.71","2340.52","2356.14","2367.89"
"REHAB_7","FEMALE","LVA","5688.05","5618.56","5571.52","5543.42","5527.89","5530.57","5573.16","5648.07","5732.69","5811.15","5874.40","5908.68","5915.54","5911.11","5903.99","5907.19","5907.24","5893.54","5891.29","5910.36","5959.09","6036.97","6127.42","6221.47","6306.71","6381.87","6408.73","6441.84","6523.18","6604.93"
"REHAB_7","FEMALE","LTU","4883.63","4950.32","5008.52","5060.10","5100.61","5132.27","5149.31","5144.96","5136.90","5145.18","5192.24","5309.17","5484.24","5692.25","5896.56","6047.95","6105.22","6073.81","6007.35","5965.11","6001.96","6143.71","6342.48","6564.04","6763.06","6887.60","6688.18","6479.27","6554.29","6633.55"
"REHAB_7","FEMALE","LUX","4235.52","4224.32","4207.76","4183.44","4161.62","4148.51","4115.33","4061.72","3999.96","3951.94","3934.82","3929.82","3927.86","3925.61","3925.76","3937.21","3941.70","3944.93","3944.27","3948.92","3961.32","3954.15","3928.12","3897.63","3880.05","3881.31","3893.55","3906.85","3919.55","3941.41"
"REHAB_7","FEMALE","MLT","3125.85","3141.67","3157.78","3177.43","3207.49","3245.87","3285.79","3327.34","3369.22","3418.10","3469.17","3522.90","3578.48","3629.90","3688.88","3748.56","3807.99","3867.36","3924.36","3989.89","4056.53","4117.26","4170.70","4223.83","4291.99","4370.72","4512.84","4654.53","4722.74","4764.74"
"REHAB_7","FEMALE","MNE","","","","","","","","","","","","","","","","","4457.02","4511.36","4560.73","4609.35","4655.61","4697.34","4746.17","4796.28","4847.79","4898.64","4971.07","5057.03","5124.81","5198.92"
"REHAB_7","FEMALE","NLD","3727.43","3763.48","3796.77","3825.97","3850.04","3872.38","3890.38","3901.78","3909.70","3916.80","3928.13","3946.59","3962.42","3976.94","3996.89","4022.29","4061.14","4111.82","4167.52","4226.35","4284.28","4347.86","4421.97","4499.74","4581.53","4661.05","4701.50","4736.33","4786.76","4832.37"
"REHAB_7","FEMALE","MKD","3613.08","3627.00","3652.36","3691.00","3741.97","3797.78","3854.46","3864.77","3873.64","4032.04","4203.39","4240.70","4249.63","4273.68","4309.82","4362.95","4421.25","4487.48","4554.38","4624.62","4693.43","4741.85","4781.03","4817.49","4858.96","4899.90","4955.77","5030.74","5094.46","5161.95"
"REHAB_7","FEMALE","NOR","4530.54","4524.62","4516.68","4508.91","4499.83","4497.28","4504.87","4509.57","4514.55","4516.35","4518.65","4538.76","4564.16","4593.34","4622.55","4645.49","4672.10","4695.74","4714.44","4723.83","4721.80","4716.82","4705.31","4695.05","4689.75","4692.99","4725.44","4764.31","4791.92","4822.75"
"REHAB_7","FEMALE","POL","4347.42","4326.68","4311.70","4303.17","4309.63","4329.27","4355.98","4394.69","4439.76","4492.28","4546.36","4590.46","4629.48","4665.41","4707.12","4759.42","4809.54","4852.96","4893.49","4940.22","5001.20","5069.85","5137.28","5203.36","5273.83","5349.65","5472.13","5595.67","5675.31","5753.51"
"REHAB_7","FEMALE","PRT","3962.67","3957.38","3948.31","3941.64","3940.31","3951.44","3973.65","3990.71","4005.42","4016.85","4031.65","4052.83","4062.45","4066.38","4074.61","4095.32","4130.31","4160.62","4191.53","4227.88","4270.76","4323.89","4372.07","4425.60","4488.57","4561.47","4664.50","4760.27","4840.13","4916.69"
"REHAB_7","FEMALE","MDA","3899.16","3882.03","3869.47","3865.85","3866.60","3873.04","3887.19","3910.64","3947.60","3992.87","4042.66","4091.95","4133.35","4169.54","4206.98","4249.89","4293.86","4338.77","4384.17","4433.62","4487.38","4593.82","4776.42","4983.85","5169.33","5286.49","5322.64","5360.42","5443.45","5561.58"
"REHAB_7","FEMALE","ROU","4432.78","4446.11","4462.96","4476.50","4494.86","4536.43","4575.17","4618.07","4659.78","4704.16","4765.01","4815.01","4855.33","4888.89","4926.56","4986.14","5053.06","5129.79","5208.27","5286.68","5371.93","5454.33","5538.83","5621.26","5707.23","5800.64","5897.95","5997.91","6082.60","6157.63"
"REHAB_7","FEMALE","RUS","5313.56","5270.47","5232.99","5200.66","5183.51","5172.38","5193.35","5232.30","5277.09","5330.49","5362.39","5380.55","5390.57","5389.31","5405.02","5431.25","5483.21","5560.19","5632.21","5701.75","5746.97","5771.49","5788.04","5784.72","5778.18","5771.51","5768.42","5794.72","5835.03","5873.13"
"REHAB_7","FEMALE","SRB","","","","","","","","","","","","","","","","","5127.60","5203.16","5285.75","5356.35","5415.01","5458.05","5487.31","5524.10","5558.58","5594.17","5674.76","5765.40","5832.72","5886.32"
"REHAB_7","FEMALE","SVK","4274.51","4307.45","4336.30","4363.16","4395.87","4429.66","4448.16","4452.19","4449.70","4456.24","4480.04","4511.67","4544.92","4579.77","4617.64","4659.38","4694.44","4719.14","4741.60","4772.41","4821.93","4885.85","4954.97","5029.55","5109.13","5191.13","5252.92","5312.31","5388.79","5461.06"
"REHAB_7","FEMALE","SVN","5021.22","5027.56","5037.96","5056.37","5081.86","5123.23","5165.99","5220.40","5286.75","5361.28","5447.20","5542.21","5656.59","5782.91","5903.31","6004.87","6084.71","6152.76","6212.84","6267.92","6323.14","6361.44","6379.46","6397.15","6433.64","6501.97","6620.94","6744.67","6791.48","6760.58"
"REHAB_7","FEMALE","ESP","3857.89","3875.41","3893.68","3922.54","3960.70","4008.52","4074.92","4142.37","4212.23","4273.62","4317.93","4357.03","4377.79","4389.82","4399.71","4407.24","4424.79","4431.63","4438.55","4455.10","4481.60","4523.82","4551.63","4582.31","4624.49","4673.06","4772.67","4863.57","4927.23","4983.12"
"REHAB_7","FEMALE","SWE","4676.90","4636.18","4600.20","4571.87","4561.26","4580.47","4610.47","4642.17","4672.44","4699.07","4730.90","4748.72","4751.85","4748.23","4743.93","4752.38","4758.76","4762.48","4766.20","4766.57","4766.41","4754.65","4736.74","4720.31","4709.14","4708.33","4772.88","4841.69","4851.52","4857.29"
"REHAB_7","FEMALE","CHE","4606.98","4642.77","4676.63","4712.30","4748.00","4781.41","4803.69","4815.45","4825.77","4834.66","4847.17","4856.75","4856.25","4852.44","4849.50","4856.01","4862.44","4861.99","4861.68","4863.32","4873.62","4884.52","4886.59","4888.03","4894.63","4912.17","4949.62","4997.31","5043.28","5086.53"
"REHAB_7","FEMALE","TJK","1584.96","1568.86","1604.88","1739.79","1680.17","1657.34","1680.82","1663.14","1653.20","1629.48","1608.35","1595.16","1578.62","1567.51","1559.56","1555.86","1560.01","1562.52","1569.25","1577.21","1587.08","1601.74","1618.94","1642.66","1668.26","1694.48","1747.21","1788.50","1786.58","1764.74"
"REHAB_7","FEMALE","TUR","2123.27","2128.08","2142.59","2158.29","2180.42","2204.11","2236.79","2277.05","2323.75","2415.45","2458.39","2516.68","2579.34","2643.93","2709.13","2772.04","2829.46","2878.69","2921.09","2961.26","3003.31","3052.46","3105.08","3156.85","3209.95","3266.90","3333.74","3399.19","3463.46","3525.67"
"REHAB_7","FEMALE","TKM","1769.10","1761.10","1753.18","1744.17","1737.31","1735.81","1742.31","1756.37","1777.15","1802.20","1828.99","1858.53","1889.24","1920.55","1951.68","1983.18","2020.31","2064.72","2113.45","2163.38","2211.87","2262.05","2318.21","2376.23","2432.97","2485.38","2552.01","2611.11","2641.23","2657.74"
"REHAB_7","FEMALE","UKR","5283.97","5239.12","5190.90","5140.91","5095.35","5057.89","5027.33","4997.83","4974.79","4963.91","4963.05","4963.07","4947.78","4924.38","4911.23","4915.75","4947.85","4995.32","5042.33","5092.99","5136.64","5174.38","5209.58","5236.10","5280.38","5327.47","5433.86","5537.35","5565.25","5581.57"
"REHAB_7","FEMALE","GBR","3941.06","3916.18","3895.07","3878.79","3870.65","3873.67","3883.58","3897.83","3914.05","3929.38","3943.53","3954.69","3962.75","3966.14","3968.97","3974.69","3979.80","3985.19","3990.73","3998.83","4009.63","4014.64","4014.63","4013.06","4016.17","4029.83","4087.81","4152.97","4175.08","4182.89"
