"Measure code","SEX","COUNTRY_REGION","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"REHAB_1","MALE","MNE","","","","","","","","","","","","","","","","","45186.53","45266.58","45317.40","45382.63","45508.00","45658.34","45798.12","45938.52","46095.01","46288.26","46816.51","47366.27","47620.20","47834.28"
"REHAB_1","MALE","NLD","33208.96","33310.47","33414.85","33499.19","33570.14","33642.98","33680.32","33684.59","33664.99","33655.73","33699.18","33788.44","33910.01","34036.57","34178.45","34332.72","34463.73","34580.29","34681.24","34795.11","34961.76","35177.75","35449.58","35738.00","36053.09","36358.85","36772.80","37287.04","37858.35","38552.65"
"REHAB_1","MALE","MKD","40650.65","40745.91","40852.97","41035.35","41269.86","41520.85","41699.41","41447.96","41180.29","41893.78","42732.79","42914.25","42953.78","43171.15","43416.22","43645.93","43784.41","43866.39","43929.42","44015.15","44153.80","44293.79","44410.44","44556.70","44757.97","45011.71","45670.46","46355.16","46690.98","46970.29"
"REHAB_1","MALE","NOR","39836.25","39881.13","39893.66","39885.43","39876.84","39874.12","39854.62","39819.85","39776.16","39734.82","39721.87","39757.14","39836.34","39928.45","40019.04","40085.05","40037.21","39855.91","39603.47","39361.62","39224.11","39164.03","39073.43","39016.15","39005.39","39066.45","39366.56","39733.91","39916.34","40038.31"
"REHAB_1","MALE","POL","44646.83","44449.53","44285.12","44180.96","44148.37","44185.91","44276.07","44395.81","44539.48","44701.78","44885.00","45073.21","45248.57","45429.46","45629.10","45863.68","46116.16","46348.98","46565.39","46773.95","46986.56","47189.68","47373.11","47560.49","47776.90","48036.58","48684.92","49345.09","49659.65","49948.38"
"REHAB_1","MALE","PRT","38558.23","38937.87","39248.78","39515.54","39746.64","39953.41","40054.17","39987.65","39842.66","39687.45","39609.44","39624.04","39645.35","39678.15","39714.06","39749.74","39681.87","39449.58","39169.04","38942.20","38892.18","38998.31","39121.79","39272.88","39430.31","39583.55","39737.74","39940.88","40263.68","40656.17"
"REHAB_1","MALE","MDA","39430.28","39351.88","39616.44","39560.75","39558.79","39609.58","39674.60","39783.19","39910.41","40049.59","40205.11","40308.42","40355.20","40345.78","40328.14","40342.31","40337.61","40319.14","40294.20","40304.09","40379.31","40518.06","40727.01","40956.78","41197.94","41416.50","41659.13","41986.13","42366.50","42833.16"
"REHAB_1","MALE","ROU","47440.82","47469.26","47510.28","47587.72","47677.01","47789.40","47874.22","47927.90","48013.28","48105.93","48218.57","48219.58","48091.81","47936.63","47811.62","47815.03","47880.32","47956.09","48063.05","48185.76","48368.99","48603.99","48867.06","49151.60","49437.90","49716.98","49978.60","50213.75","50454.11","50708.30"
"REHAB_1","MALE","RUS","45380.40","45438.93","45602.29","45765.89","45909.36","46118.08","46483.58","46998.46","47546.51","48087.66","48464.40","48626.58","48651.18","48529.41","48389.06","48272.69","48151.22","47983.54","47739.48","47463.88","47205.13","46849.87","46383.20","45846.56","45324.08","44942.42","44668.94","44610.66","44755.48","44966.38"
"REHAB_1","MALE","SRB","","","","","","","","","","","","","","","","","46481.08","46614.26","46759.23","46871.30","46959.48","46992.48","46985.29","47050.73","47151.26","47256.47","47784.36","48365.39","48614.21","48818.34"
"REHAB_1","MALE","SVK","44818.22","44813.97","44831.03","44885.27","45005.32","45185.88","45372.11","45540.05","45706.20","45882.33","46103.10","46353.61","46602.49","46846.67","47097.34","47367.21","47640.57","47895.74","48123.51","48332.11","48541.48","48746.32","48953.48","49181.41","49435.52","49720.04","50162.80","50615.60","50933.66","51240.14"
"REHAB_1","MALE","SVN","48397.23","48272.83","48236.89","48311.17","48485.41","48764.09","49170.94","49708.12","50314.00","50944.89","51557.51","52202.88","52924.09","53631.10","54248.75","54707.19","55026.38","55290.23","55491.29","55646.84","55767.58","55694.89","55391.42","55012.89","54746.46","54763.16","55370.73","55960.88","55630.00","54504.10"
"REHAB_1","MALE","ESP","39371.00","39441.12","39488.97","39564.09","39691.13","39870.58","40035.57","40064.12","40035.40","39994.70","39983.20","40009.24","39958.09","39882.84","39826.44","39774.56","39744.98","39644.39","39526.57","39433.82","39377.98","39353.03","39296.02","39269.30","39295.16","39383.67","39703.74","40092.59","40489.31","40994.21"
"REHAB_1","MALE","SWE","39522.27","39320.87","39127.88","38966.80","38859.94","38830.04","38812.79","38774.27","38732.67","38717.34","38759.50","38821.71","38854.97","38874.94","38902.74","38945.28","38984.79","39016.87","39042.78","39062.31","39075.93","39075.83","39065.74","39060.84","39081.96","39138.70","39565.30","40028.38","40272.04","40609.39"
"REHAB_1","MALE","CHE","45730.60","46025.43","46306.85","46572.55","46813.62","47007.02","47138.62","47232.52","47304.50","47375.60","47476.57","47543.58","47511.18","47415.53","47301.04","47216.04","47114.13","46944.17","46732.55","46518.30","46335.31","46145.09","45921.89","45718.10","45591.48","45600.57","45893.18","46085.08","45452.12","44051.98"
"REHAB_1","MALE","TJK","24724.82","24475.87","25494.26","27890.74","26427.95","26283.53","26897.82","26449.64","26556.08","26413.80","26357.61","26271.47","26102.27","25913.02","25744.34","25642.62","25576.94","25493.42","25410.76","25358.59","25385.42","25396.76","25429.67","25467.64","25533.88","25641.21","25937.10","26248.33","26382.07","26502.19"
"REHAB_1","MALE","TUR","24923.46","25005.97","25211.48","25341.05","25550.12","25685.69","25879.92","26067.32","26272.41","27080.30","27111.65","27312.11","27499.23","27691.58","27902.80","28146.63","28425.77","28721.32","29025.45","29331.81","29638.97","29962.25","30261.50","30536.27","30809.66","31133.79","31674.88","32178.89","32184.01","31645.33"
"REHAB_1","MALE","TKM","24277.30","24443.72","24529.08","24541.59","24592.54","24718.02","24910.46","25159.94","25447.28","25750.60","26043.83","26287.45","26453.36","26581.03","26706.65","26883.03","27102.49","27351.97","27600.95","27827.05","28028.57","28074.21","28028.07","27925.58","27878.91","27969.49","28333.28","28730.59","28973.60","29182.05"
"REHAB_1","MALE","UKR","45283.97","45348.44","45401.10","45443.70","45523.48","45620.18","45762.00","45926.87","46119.01","46339.33","46528.48","46552.90","46311.54","45923.69","45551.77","45328.62","45286.70","45289.60","45307.32","45366.07","45444.36","45495.59","45503.74","45512.78","45735.29","45893.27","47063.97","48269.01","48478.35","48519.66"
"REHAB_1","MALE","GBR","40720.81","40751.44","40781.33","40807.37","40827.62","40838.68","40820.18","40795.56","40780.48","40782.02","40818.80","40870.91","40930.65","40979.97","41015.47","41051.21","41008.08","40878.82","40721.79","40598.66","40562.33","40473.73","40260.97","40023.43","39855.08","39857.66","40516.65","41219.48","41412.27","41571.94"
"REHAB_1","MALE","UZB","25097.89","25118.58","25142.59","25182.04","25215.82","25266.74","25352.16","25443.69","25547.96","25669.77","25806.58","25928.99","26042.10","26137.62","26221.94","26285.41","26343.50","26381.47","26399.63","26407.73","26416.84","26415.17","26393.97","26379.14","26408.88","26512.10","26853.91","27244.75","27512.32","27779.96"
"REHAB_2","ALL","ALB","269.55","269.84","271.37","274.41","279.12","285.32","292.05","290.70","290.80","310.38","331.28","344.09","357.44","370.39","383.41","396.88","411.22","426.16","441.08","455.60","469.51","481.26","490.32","499.75","510.51","522.68","541.90","563.26","581.73","599.21"
"REHAB_2","ALL","AND","387.59","382.67","390.77","399.08","420.38","440.83","453.90","466.48","476.83","488.20","502.23","508.76","507.84","478.22","450.73","441.44","434.21","432.08","431.92","440.47","449.85","463.79","473.93","484.86","491.49","500.51","512.40","520.30","527.08","534.31"
"REHAB_2","ALL","ARM","299.16","304.43","308.99","313.23","318.05","326.85","336.07","346.58","357.93","369.23","384.69","400.35","415.76","429.30","440.75","454.72","464.76","470.71","471.80","471.32","475.64","480.29","483.49","483.47","483.54","488.76","498.66","509.49","514.40","518.96"
"REHAB_2","ALL","AUT","1281.07","1314.46","1342.68","1362.63","1379.56","1400.03","1404.25","1398.31","1381.57","1361.19","1346.91","1316.40","1270.44","1214.83","1168.33","1146.16","1131.88","1121.29","1110.67","1107.80","1113.45","1111.58","1106.96","1096.66","1091.08","1092.18","1092.68","1100.67","1107.42","1118.82"
"REHAB_2","ALL","AZE","262.68","264.55","263.56","262.07","259.84","256.92","256.09","253.45","252.47","252.68","253.27","256.72","258.36","260.87","263.25","265.00","267.73","268.37","268.97","269.35","269.19","270.13","269.42","268.78","268.26","268.23","271.18","274.28","278.31","283.67"
"REHAB_2","ALL","BLR","384.93","396.15","405.24","415.03","424.03","430.80","438.09","443.83","451.27","458.88","466.35","475.88","483.98","493.30","502.86","510.73","518.08","524.41","529.90","533.71","536.13","535.34","532.81","529.00","525.84","526.18","530.21","536.73","541.42","545.78"
"REHAB_2","ALL","BEL","820.19","823.69","825.15","824.93","826.01","830.16","827.88","817.90","804.72","794.18","792.10","793.26","793.42","793.50","796.32","803.88","813.28","824.00","834.95","845.38","854.14","857.96","858.19","857.06","857.49","860.16","861.76","865.93","874.26","884.55"
"REHAB_2","ALL","BIH","370.76","378.65","391.60","407.17","425.69","450.80","461.08","455.54","455.06","465.19","482.79","497.98","505.99","512.49","524.61","542.21","554.02","562.36","572.81","583.86","595.87","604.53","609.75","614.05","621.39","634.11","652.57","673.08","690.43","706.95"
"REHAB_2","ALL","BGR","585.84","603.60","620.88","635.77","648.74","661.03","672.59","681.29","688.69","697.34","707.02","717.79","727.68","737.17","746.83","756.09","762.72","764.36","764.45","765.83","770.95","777.48","780.09","782.08","784.90","790.89","803.59","817.53","827.96","836.52"
"REHAB_2","ALL","HRV","522.68","514.04","505.49","499.25","496.80","501.93","507.85","515.16","523.27","533.18","545.43","556.97","566.29","572.25","576.55","579.65","580.18","577.56","572.28","567.50","566.56","568.32","573.17","578.47","583.67","588.95","593.11","601.45","611.44","621.63"
"REHAB_2","ALL","CYP","354.39","349.85","346.63","344.96","345.15","346.85","360.60","390.63","426.21","456.84","472.67","468.28","450.34","427.48","408.67","403.26","408.53","414.88","422.06","429.46","436.23","436.21","427.63","415.82","406.57","406.42","414.51","423.89","432.94","442.41"
"REHAB_2","ALL","CZE","642.52","637.66","634.49","632.21","632.14","634.20","635.01","634.90","634.77","637.71","645.41","671.32","721.64","780.38","833.34","866.48","878.48","884.20","886.25","887.81","893.26","898.85","898.64","896.31","896.53","905.13","925.58","948.35","969.06","991.13"
"REHAB_2","ALL","DNK","553.75","540.26","527.26","514.55","503.79","495.01","489.74","487.65","487.28","487.31","485.52","480.65","472.33","462.50","453.39","446.00","441.58","438.29","435.52","432.62","428.62","419.37","403.31","385.24","370.79","365.81","370.41","376.53","381.90","387.58"
"REHAB_2","ALL","EST","486.80","498.88","512.87","527.92","541.34","553.06","561.49","567.89","572.06","575.67","582.02","591.26","603.67","617.91","631.73","644.56","658.43","676.53","694.20","708.82","720.08","727.60","735.57","741.92","747.08","754.32","766.66","782.88","795.78","806.94"
"REHAB_2","ALL","FIN","635.21","632.82","631.88","633.85","638.47","648.40","665.23","689.33","717.32","743.16","764.45","780.20","792.80","805.30","815.87","828.25","837.93","834.22","828.45","821.08","819.02","821.57","815.63","812.51","813.96","826.03","854.38","879.95","900.83","920.26"
"REHAB_2","ALL","FRA","820.54","812.96","805.27","797.50","789.00","779.98","768.62","753.13","735.56","716.50","697.99","678.76","656.82","635.24","617.29","606.64","600.98","595.70","591.90","590.51","593.79","601.71","611.46","622.43","634.15","645.77","658.54","671.87","684.00","695.53"
"REHAB_2","ALL","GEO","471.55","482.42","493.23","505.88","520.04","536.50","558.72","580.94","604.24","625.44","643.97","663.12","677.23","689.39","697.90","705.31","715.63","725.64","737.17","745.69","751.97","756.93","756.44","754.97","754.04","757.35","766.19","772.99","776.83","778.80"
"REHAB_2","ALL","DEU","783.16","802.73","816.20","825.75","836.51","846.65","833.11","791.03","739.45","701.12","692.04","710.75","740.26","775.52","814.99","845.64","860.36","864.58","865.93","872.19","883.05","897.20","916.40","937.49","959.68","973.34","982.43","988.94","996.72","1009.47"
"REHAB_2","ALL","GRC","598.77","597.86","594.42","591.48","589.23","587.20","585.78","583.44","580.44","578.54","576.99","574.50","570.41","567.33","568.26","575.38","587.24","597.78","608.46","622.52","640.97","663.89","686.48","708.80","732.05","755.62","780.49","799.67","812.34","823.09"
"REHAB_2","ALL","HUN","772.33","780.30","784.33","787.90","791.24","799.23","806.50","809.82","812.20","813.43","818.15","823.94","826.46","828.11","829.12","830.84","829.78","821.68","812.10","803.37","798.48","794.66","787.53","782.76","781.13","784.01","790.29","799.14","813.09","830.98"
"REHAB_2","ALL","ISL","504.19","484.88","467.70","451.87","439.88","430.60","423.92","418.52","413.35","410.28","409.92","414.38","422.69","432.53","441.78","446.80","445.79","439.70","432.83","429.86","433.78","446.25","463.29","482.31","500.53","515.30","529.07","540.93","551.95","563.20"
"REHAB_2","ALL","IRL","520.43","525.96","528.90","528.79","527.27","525.09","520.75","514.03","505.25","495.33","485.58","473.99","459.49","443.72","429.32","418.44","409.02","399.40","391.24","385.81","384.72","386.48","388.85","392.43","397.21","403.13","409.90","417.87","427.86","439.42"
"REHAB_2","ALL","ISR","297.25","297.02","296.33","295.65","295.09","294.88","292.67","290.01","286.79","283.37","280.75","276.45","271.03","265.32","260.76","259.12","258.43","258.15","258.11","258.58","260.27","261.20","261.17","260.58","260.66","263.46","270.11","277.34","281.17","284.07"
"REHAB_2","ALL","ITA","825.95","803.84","793.50","793.83","802.37","816.81","873.93","987.05","1121.62","1240.27","1305.42","1326.71","1333.52","1331.41","1327.27","1328.18","1332.28","1326.89","1318.47","1314.59","1321.23","1338.75","1357.98","1379.76","1405.83","1432.56","1465.86","1499.66","1527.22","1554.23"
"REHAB_2","ALL","KAZ","270.91","276.77","281.36","285.70","288.82","290.58","291.95","292.50","294.17","295.84","297.38","299.68","301.46","303.17","303.55","302.67","300.15","295.46","289.79","283.50","278.52","274.67","271.21","268.16","265.28","264.14","266.70","271.15","274.79","278.12"
"REHAB_2","ALL","KGZ","243.21","245.65","246.69","247.79","247.92","247.15","246.49","244.25","242.89","241.22","238.43","235.18","231.17","228.66","225.99","223.04","220.21","216.62","213.59","210.03","206.91","204.32","201.50","199.31","196.96","195.47","197.43","200.43","202.41","204.35"
"REHAB_2","ALL","LVA","436.91","453.59","469.78","484.04","494.34","500.47","505.32","509.08","512.41","516.64","524.09","537.13","553.51","572.72","591.98","608.69","627.59","651.41","678.29","703.80","722.60","734.67","743.92","751.97","759.89","770.77","787.46","804.97","818.38","828.47"
"REHAB_2","ALL","LTU","456.46","464.75","472.09","478.98","484.94","490.44","494.91","496.27","497.70","501.70","510.89","527.64","548.28","571.98","596.07","616.25","631.37","640.15","645.65","650.88","656.91","664.62","669.95","675.13","681.30","689.10","705.11","723.01","737.47","749.67"
"REHAB_2","ALL","LUX","723.92","764.42","801.87","833.14","859.56","881.70","899.80","918.94","935.53","951.53","966.90","978.99","991.77","1000.59","1006.09","1011.51","1009.99","1003.52","990.25","975.90","963.14","938.51","902.01","863.24","833.77","821.89","820.42","822.37","827.56","836.44"
"REHAB_2","ALL","MLT","578.60","577.59","575.86","574.60","576.98","581.53","584.81","585.44","585.91","590.64","600.95","618.73","640.99","665.02","690.59","711.48","725.51","732.97","739.21","751.09","766.22","789.05","817.28","851.19","891.07","926.29","959.10","989.90","1019.98","1054.98"
"REHAB_2","ALL","MNE","","","","","","","","","","","","","","","","","575.70","581.51","585.90","589.82","592.59","589.61","582.17","572.30","564.66","563.06","566.67","574.43","583.46","594.96"
"REHAB_2","ALL","NLD","508.44","503.91","499.90","496.43","494.24","493.88","495.58","498.01","500.34","501.64","501.26","497.81","490.48","481.90","475.44","473.62","476.97","483.16","490.35","497.85","503.99","504.22","499.54","491.93","486.82","489.22","499.72","513.00","523.66","533.59"
"REHAB_2","ALL","MKD","371.71","376.06","381.35","387.44","394.30","400.65","404.12","395.82","386.84","405.76","429.64","433.11","434.34","439.49","446.51","454.08","458.62","461.91","463.85","465.88","468.24","467.45","465.62","464.18","464.61","467.50","472.55","481.34","489.91","498.55"
"REHAB_2","ALL","NOR","861.84","862.28","860.41","856.68","851.61","846.01","839.16","828.84","817.13","805.40","796.38","792.68","791.59","793.28","796.47","799.39","801.94","801.68","800.30","798.78","798.45","797.70","795.26","792.89","792.20","794.79","800.46","808.36","820.43","837.67"
"REHAB_2","ALL","POL","632.37","633.90","636.15","639.28","644.96","652.87","660.01","667.47","675.22","685.21","697.54","710.92","725.38","740.47","757.99","777.66","812.64","869.93","935.33","994.36","1031.55","1041.18","1033.20","1017.33","1005.77","1009.85","1030.52","1054.15","1075.39","1095.96"
"REHAB_2","ALL","PRT","505.56","533.19","558.94","581.91","601.98","618.90","634.10","647.03","658.04","667.75","677.27","686.96","691.77","692.36","690.77","687.45","672.25","637.32","594.42","555.59","533.04","524.15","515.39","509.88","509.75","515.94","528.82","541.14","552.45","563.69"
"REHAB_2","ALL","MDA","293.83","305.49","315.50","325.91","334.31","339.48","343.33","346.23","351.65","358.01","365.55","374.98","383.63","392.86","401.79","410.84","421.20","433.96","447.20","459.53","470.39","479.83","492.26","504.39","516.60","528.54","536.56","546.57","557.01","569.13"
"REHAB_2","ALL","ROU","518.91","527.64","536.22","542.89","549.44","559.16","564.63","567.29","568.97","573.38","586.50","613.11","656.23","706.10","752.80","785.96","802.29","812.69","817.88","820.52","824.83","828.85","832.28","835.23","841.82","854.51","869.67","886.03","900.96","917.13"
"REHAB_2","ALL","RUS","422.91","438.88","453.15","464.68","476.01","482.41","488.03","491.48","494.53","500.33","505.62","516.75","532.00","547.71","563.89","574.06","579.86","583.28","581.63","579.42","577.97","578.21","580.00","578.39","577.64","580.06","588.28","601.42","610.21","617.46"
"REHAB_2","ALL","SRB","","","","","","","","","","","","","","","","","445.95","455.00","464.87","473.32","480.35","484.79","486.33","488.65","490.04","492.22","499.00","507.52","517.21","526.84"
"REHAB_2","ALL","SVK","571.74","536.39","506.56","484.08","472.22","471.92","481.66","498.07","517.15","536.52","552.53","565.25","578.30","591.00","603.46","615.69","627.63","639.77","651.96","664.31","677.14","690.54","705.00","720.42","736.12","751.64","764.91","779.63","798.14","818.62"
"REHAB_2","ALL","SVN","661.54","654.68","650.73","651.20","656.00","666.45","683.62","708.44","738.10","767.57","792.87","812.67","829.52","845.30","859.87","874.60","884.82","886.33","883.46","879.89","879.72","881.17","882.50","885.69","893.02","905.93","924.44","946.21","968.55","992.42"
"REHAB_2","ALL","ESP","648.82","656.45","663.82","671.52","679.31","686.24","693.62","698.24","699.81","697.31","689.34","671.28","638.06","600.29","569.27","554.61","558.14","564.05","571.84","580.81","587.67","595.08","598.15","601.33","606.97","614.00","628.76","642.48","655.47","669.61"
"REHAB_2","ALL","SWE","1099.80","1109.33","1119.10","1129.32","1141.46","1156.89","1175.05","1197.65","1221.59","1243.99","1264.09","1279.41","1292.13","1302.49","1311.59","1323.62","1325.39","1315.39","1301.02","1287.54","1283.21","1280.41","1274.79","1269.97","1267.10","1269.31","1330.27","1396.85","1408.90","1417.03"
"REHAB_2","ALL","CHE","589.48","549.49","512.49","480.47","454.28","435.37","420.05","405.93","395.09","389.12","390.19","397.70","408.72","421.43","433.89","444.54","452.34","458.88","465.30","472.30","481.05","493.95","510.65","528.39","544.20","554.99","561.95","568.93","575.65","582.46"
"REHAB_2","ALL","TJK","207.43","210.07","210.51","209.83","207.09","203.74","202.34","198.81","194.85","190.30","186.08","183.96","180.68","178.59","176.38","174.30","172.95","170.07","167.38","164.35","161.83","159.47","155.80","152.62","149.73","148.63","151.35","154.29","155.62","157.09"
"REHAB_2","ALL","TUR","324.93","329.05","333.78","338.79","343.77","348.60","354.07","359.43","364.73","370.59","377.64","391.60","413.05","437.67","460.79","476.10","482.20","481.96","477.40","471.24","466.15","462.64","457.67","451.24","444.98","440.50","438.38","441.82","452.41","465.34"
"REHAB_2","ALL","TKM","171.79","173.25","174.65","175.64","176.10","176.69","177.60","178.98","181.04","183.69","186.98","190.73","194.50","197.99","201.03","203.53","205.46","206.92","208.39","210.47","213.56","217.05","220.19","223.17","226.13","229.73","235.06","240.61","245.35","249.90"
"REHAB_2","ALL","UKR","485.55","496.41","505.79","514.33","521.73","528.56","534.85","541.62","549.28","558.14","568.43","581.13","596.54","611.11","624.99","636.90","643.27","642.67","635.27","628.72","626.00","627.07","627.09","624.82","626.67","630.07","637.16","645.20","649.72","656.22"
"REHAB_2","ALL","GBR","619.70","634.25","645.71","653.50","657.82","658.67","654.17","644.64","631.80","617.45","603.90","588.44","569.01","548.19","529.49","516.43","506.61","497.72","490.46","485.82","485.06","485.82","487.62","490.08","493.33","498.13","507.30","518.47","525.68","531.30"
"REHAB_2","ALL","UZB","179.64","181.85","183.27","183.46","182.30","180.18","177.92","175.64","173.54","171.76","170.16","169.28","168.72","168.13","167.30","165.87","164.54","163.37","162.14","160.88","159.74","159.20","158.27","157.44","157.06","157.34","160.92","164.96","168.38","171.87"
"REHAB_2","FEMALE","ALB","260.62","259.39","259.11","260.19","262.79","266.68","270.95","268.47","267.32","282.35","298.76","309.00","319.84","330.33","341.00","352.20","364.06","376.59","389.36","402.11","414.73","425.98","435.47","445.51","456.93","469.83","489.50","511.25","530.14","548.23"
"REHAB_2","FEMALE","AND","325.02","323.34","331.55","337.61","355.92","371.92","382.11","394.89","402.31","412.71","423.79","430.06","433.90","411.62","393.59","388.83","385.51","387.16","387.62","396.12","403.71","418.61","432.49","441.04","446.98","454.07","464.41","470.34","474.03","480.19"
"REHAB_2","FEMALE","ARM","300.61","305.58","309.47","313.59","318.10","326.60","334.99","344.10","354.57","364.58","378.96","393.40","407.14","419.62","429.56","442.33","451.72","457.44","458.96","458.63","463.31","468.75","472.81","473.66","474.13","479.77","490.48","502.17","507.51","512.13"
"REHAB_2","FEMALE","AUT","1394.73","1430.10","1458.44","1477.10","1491.87","1511.08","1510.22","1495.09","1467.07","1433.75","1407.92","1365.61","1308.94","1244.29","1190.60","1164.85","1147.88","1134.53","1121.50","1116.09","1120.32","1116.45","1107.36","1092.34","1082.57","1081.98","1083.43","1089.84","1092.80","1100.33"
"REHAB_2","FEMALE","AZE","285.84","285.70","281.51","276.98","271.41","265.07","262.46","257.46","254.63","253.18","251.45","253.17","251.99","252.04","252.11","251.35","252.90","252.78","253.58","254.42","254.09","254.96","253.83","252.90","251.79","250.94","253.84","256.80","260.57","265.60"
"REHAB_2","FEMALE","BLR","465.52","478.68","488.17","498.94","508.85","516.12","524.28","529.57","537.62","546.15","554.34","565.10","573.30","583.77","594.95","604.39","614.11","621.91","629.22","634.40","637.44","636.57","632.86","627.76","623.28","622.90","627.60","635.01","639.75","643.81"
"REHAB_2","FEMALE","BEL","846.15","850.06","851.74","851.11","850.92","852.96","849.01","838.62","825.16","813.81","809.56","806.26","800.76","795.03","793.48","799.65","810.02","822.73","836.01","848.91","859.96","865.00","865.24","863.37","862.91","865.08","866.81","870.08","876.40","884.74"
"REHAB_2","FEMALE","BIH","364.33","371.88","381.17","393.51","408.29","429.57","439.14","433.51","433.00","442.83","460.86","476.39","483.43","489.66","500.27","515.73","526.95","535.03","545.45","556.52","568.82","578.23","584.76","590.83","599.09","611.58","627.85","646.14","661.90","676.37"
"REHAB_2","FEMALE","BGR","544.91","562.34","579.36","593.64","606.43","619.45","632.33","642.17","650.39","659.83","670.30","682.23","693.15","703.56","714.43","725.33","735.03","741.16","746.14","752.31","761.32","771.17","777.01","781.65","786.06","792.26","805.92","822.09","835.54","848.74"
"REHAB_2","FEMALE","HRV","578.16","571.53","563.49","557.08","553.58","557.99","560.76","563.12","565.56","570.58","580.49","591.28","599.64","604.32","607.32","608.80","609.30","607.60","603.76","600.55","600.08","601.84","607.11","613.05","618.94","624.55","628.51","636.80","646.61","656.31"
"REHAB_2","FEMALE","CYP","297.39","294.14","292.87","292.96","294.21","296.61","306.68","327.09","350.97","371.50","383.27","383.81","376.76","366.26","357.22","355.22","358.78","362.61","366.80","371.25","375.62","373.59","363.07","349.49","338.24","335.28","339.56","345.03","351.18","358.71"
"REHAB_2","FEMALE","CZE","686.78","680.93","676.40","672.11","669.61","668.58","664.67","659.14","653.59","652.54","658.30","683.24","733.27","791.78","844.75","878.00","890.95","900.90","908.84","916.84","927.91","935.55","934.16","928.68","925.29","931.21","949.24","969.87","990.59","1015.66"
"REHAB_2","FEMALE","DNK","583.13","574.42","564.04","551.58","539.02","526.54","513.59","499.62","486.06","474.16","464.77","457.32","449.08","440.90","433.57","426.59","420.72","414.86","409.25","404.19","399.34","393.13","383.95","373.98","365.70","361.45","361.54","363.89","369.15","377.30"
"REHAB_2","FEMALE","EST","572.07","584.61","598.73","613.02","626.85","639.28","648.24","655.54","660.18","665.72","673.92","683.94","697.55","712.49","727.64","741.68","755.78","774.42","791.83","806.57","819.04","828.16","838.76","846.95","853.73","862.82","876.09","894.07","908.39","920.62"
"REHAB_2","FEMALE","FIN","591.77","593.02","595.84","600.34","607.30","618.95","634.43","654.05","675.07","694.43","711.38","725.09","737.46","749.12","757.62","767.56","768.80","751.77","728.37","701.98","683.62","668.54","645.74","625.22","611.48","612.35","632.14","652.16","663.92","673.31"
"REHAB_2","FEMALE","FRA","880.17","870.20","859.64","848.53","836.46","823.38","806.32","783.35","757.93","731.90","708.54","687.40","665.75","645.92","630.30","621.54","617.11","612.85","609.86","608.89","612.28","620.80","631.71","643.71","655.48","665.48","667.95","671.52","685.66","706.92"
"REHAB_2","FEMALE","GEO","522.03","532.17","542.08","553.64","567.13","583.07","605.72","628.71","653.38","676.61","696.31","716.57","731.69","745.44","755.21","761.46","770.55","781.09","795.81","807.64","815.68","821.75","820.02","816.96","815.22","819.10","830.60","838.86","843.51","845.97"
"REHAB_2","FEMALE","DEU","872.07","882.66","889.67","894.62","902.21","909.12","888.68","835.32","771.38","722.87","707.16","722.10","748.16","779.74","815.59","841.46","850.86","850.15","847.16","850.26","859.06","875.75","901.14","930.36","960.20","977.21","985.43","990.76","997.64","1010.17"
"REHAB_2","FEMALE","GRC","546.61","544.93","540.88","537.16","533.81","530.74","528.44","524.97","521.08","517.89","515.28","512.18","507.09","503.12","502.96","509.09","520.40","530.67","541.77","556.15","574.81","597.71","619.63","641.56","664.34","687.83","712.80","731.85","744.85","755.65"
"REHAB_2","FEMALE","HUN","842.81","846.84","846.55","846.60","846.09","851.59","856.62","858.01","859.45","859.91","865.42","872.09","874.64","876.06","876.60","879.40","882.01","878.61","874.06","869.83","868.20","867.07","861.90","858.68","857.90","860.75","866.81","876.38","891.92","910.65"
"REHAB_2","FEMALE","ISL","429.98","413.44","398.79","385.37","374.82","365.86","358.81","353.33","348.15","344.88","343.10","344.27","347.57","351.45","355.86","358.35","358.13","354.11","348.26","345.21","346.62","354.61","365.20","376.30","387.59","396.70","407.08","415.94","422.73","430.51"
"REHAB_2","FEMALE","IRL","494.10","500.23","503.39","503.49","501.86","499.47","494.45","486.38","475.97","464.38","453.23","440.91","426.78","411.91","398.49","388.12","378.36","368.01","358.83","351.95","348.94","348.14","347.86","348.84","351.12","354.83","359.29","365.00","373.16","383.57"
"REHAB_2","FEMALE","ISR","244.28","246.16","247.76","249.48","250.90","251.86","250.08","247.92","245.36","242.34","239.67","235.53","230.92","226.67","223.44","222.48","222.08","222.31","223.15","224.36","226.36","226.97","226.30","225.03","224.24","226.19","230.64","235.81","239.51","243.43"
"REHAB_2","FEMALE","ITA","805.93","781.94","770.09","769.23","776.76","790.45","846.68","958.49","1091.52","1208.92","1274.77","1299.56","1311.36","1314.21","1314.46","1319.53","1328.44","1327.41","1321.92","1319.04","1324.77","1340.94","1357.68","1376.73","1400.05","1424.15","1456.57","1488.19","1511.30","1532.27"
